CODEBELISTA,ANIOCAMPANA,CODPAIS,CODPRODUCTOSAP,DESCATEGORIA,DESMARCA,PRECIOOFERTA,FECHAPROCESO,ROLLING_SEGMENT
45296474,202303,PE,210095249,CUIDADO PERSONAL,CYZONE,14.98,30-01-2023,Constantes 1
47030943,202303,PE,200106357,FRAGANCIAS,CYZONE,23.3,02-02-2023,Constantes 2
48809553,202303,PE,200106655,MAQUILLAJE,ESIKA,16.9,08-02-2023,Constantes 1
6766099,202305,PE,200104938,CUIDADO PERSONAL,ESIKA,18.9,22-03-2023,Constantes 2
50200507,202303,PE,210096995,BIJOUTERIE,ESIKA,39.9,09-02-2023,Inconstantes
46349253,202303,PE,200090452,FRAGANCIAS,ESIKA,30.54,17-02-2023,Constantes 1
49437838,202303,PE,210102084,PROMOCION USUARIOS,LBEL,65,31-01-2023,Inconstantes
50222365,202308,PE,200106435,MAQUILLAJE,ESIKA,9.9,10-05-2023,Constantes 3
49925166,202304,PE,200064310,FRAGANCIAS,ESIKA,11.98,24-02-2023,Inconstantes
49478801,202301,PE,200103917,MAQUILLAJE,CYZONE,15.9,16-12-2022,Inconstantes
50023737,202301,PE,200105017,FRAGANCIAS,CYZONE,19.57,26-12-2022,Constantes 2
49841213,202301,PE,210102378,BIJOUTERIE,ESIKA,39.9,29-12-2022,Constantes 2
41399422,202310,PE,200086399,FRAGANCIAS,LBEL,26.9,10-07-2023,Inconstantes
20706554,202310,PE,200106448,MAQUILLAJE,ESIKA,19.9,10-07-2023,Constantes 3
20706554,202310,PE,200103452,CUIDADO PERSONAL,LBEL,7.38,10-07-2023,Constantes 2
50388549,202310,PE,210095971,MAQUILLAJE,CYZONE,13.28,10-07-2023,Inconstantes
35319905,202310,PE,200105130,MAQUILLAJE,LBEL,16.9,10-07-2023,Constantes 2
34392137,202310,PE,200109443,FRAGANCIAS,ESIKA,44.9,10-07-2023,Constantes 2
49005369,202310,PE,200103441,CUIDADO PERSONAL,ESIKA,7.38,10-07-2023,Constantes 1
50709663,202310,PE,200102089,MAQUILLAJE,CYZONE,14.9,10-07-2023,Constantes 1
50388549,202310,PE,210090126,BIJOUTERIE,ESIKA,49.9,10-07-2023,Inconstantes
33299354,202311,PE,200105190,CUIDADO PERSONAL,ESIKA,7.38,11-07-2023,Constantes 2
49005369,202310,PE,200105125,CUIDADO PERSONAL,ESIKA,7.38,10-07-2023,Constantes 1
25017854,202311,PE,200105125,CUIDADO PERSONAL,ESIKA,7.38,10-07-2023,Inconstantes
38099701,202311,PE,210102024,COMPLEMENTOS,CYZONE,46.9,10-07-2023,Nuevas
25017854,202311,PE,200113720,MAQUILLAJE,CYZONE,15.9,10-07-2023,Inconstantes
25017854,202311,PE,200082708,MAQUILLAJE,LBEL,29.9,10-07-2023,Inconstantes
49276435,202316,PE,200111155,FRAGANCIAS,CYZONE,31.51,23-10-2023,Constantes 1
49437838,202316,PE,200114037,TRATAMIENTO FACIAL,LBEL,14.9,23-10-2023,Constantes 2
48375936,202316,PE,200103354,MAQUILLAJE,ESIKA,14.9,23-10-2023,Inconstantes
49437838,202316,PE,200109584,FRAGANCIAS,ESIKA,44.9,23-10-2023,Constantes 3
51008553,202316,PE,200106556,MAQUILLAJE,CYZONE,18.9,23-10-2023,Nuevas
50984753,202316,PE,200091709,FRAGANCIAS,CYZONE,26.63,23-10-2023,Inconstantes
49437838,202316,PE,200089168,FRAGANCIAS,CYZONE,34.9,23-10-2023,Inconstantes
50984753,202316,PE,200094826,MAQUILLAJE,ESIKA,12.9,23-10-2023,Constantes 2
45296474,202316,PE,200103720,MAQUILLAJE,ESIKA,18.3,23-10-2023,Nuevas
45296474,202316,PE,200112594,MAQUILLAJE,ESIKA,24.9,23-10-2023,Constantes 1
48375936,202316,PE,200106852,FRAGANCIAS,LBEL,39.9,23-10-2023,Inconstantes
45296474,202316,PE,200089488,TRATAMIENTO CORPORAL,ESIKA,34.9,23-10-2023,Constantes 3
48375936,202316,PE,200103922,MAQUILLAJE,CYZONE,14.95,23-10-2023,Constantes 2
48375936,202316,PE,200102108,MAQUILLAJE,CYZONE,14.95,23-10-2023,Constantes 3
49978995,202304,PE,200108507,CUIDADO PERSONAL,ESIKA,14.9,22-02-2023,Constantes 2
49978995,202304,PE,200112293,MAQUILLAJE,CYZONE,10.5,22-02-2023,Constantes 2
41941847,202304,PE,200105982,MAQUILLAJE,LBEL,26,24-02-2023,Constantes 1
36910046,202309,PE,200113795,MAQUILLAJE,CYZONE,10.81,23-06-2023,Constantes 2
29870691,202305,PE,210100408,CUIDADO PERSONAL,CYZONE,19.95,24-03-2023,Constantes 2
49475098,202303,PE,210099655,COMPLEMENTOS,CYZONE,62.9,06-02-2023,Constantes 1
10635322,202306,PE,200105000,FRAGANCIAS,LBEL,35.34,04-04-2023,Constantes 2
34460329,202304,PE,200105041,FRAGANCIAS,ESIKA,23.3,02-03-2023,Inconstantes
50014797,202303,PE,200089508,TRATAMIENTO CORPORAL,ESIKA,29.9,15-02-2023,Constantes 2
49264844,202309,PE,200105041,FRAGANCIAS,ESIKA,29.35,23-06-2023,Constantes 2
34392137,202308,PE,200105178,TRATAMIENTO CORPORAL,ESIKA,12.9,02-06-2023,Constantes 2
41941847,202304,PE,200103920,MAQUILLAJE,CYZONE,19.96,24-02-2023,Constantes 2
47742226,202307,PE,210102598,COMPLEMENTOS,CYZONE,92.9,26-04-2023,Constantes 2
46349253,202309,PE,200105011,FRAGANCIAS,CYZONE,26.3,20-06-2023,Inconstantes
49724349,202309,PE,200097067,CUIDADO PERSONAL,ESIKA,29.3,23-06-2023,Constantes 3
49245653,202301,PE,200097067,CUIDADO PERSONAL,ESIKA,42.9,23-12-2022,Constantes 1
46258398,202302,PE,210099090,BIJOUTERIE,ESIKA,59.9,19-01-2023,Constantes 1
45717070,202304,PE,200099047,FRAGANCIAS,ESIKA,10,27-02-2023,Constantes 1
45717070,202304,PE,200094842,MAQUILLAJE,ESIKA,15.9,27-02-2023,Constantes 2
50242153,202304,PE,200097066,CUIDADO PERSONAL,ESIKA,30.9,13-02-2023,Constantes 3
40264507,202305,PE,200103354,MAQUILLAJE,ESIKA,9,27-03-2023,Constantes 2
44363682,202303,PE,200090346,CUIDADO PERSONAL,ESIKA,23.9,10-02-2023,Constantes 1
9535063,202309,PE,200109537,CUIDADO PERSONAL,ESIKA,7.38,16-06-2023,Constantes 1
34191115,202302,PE,200106378,FRAGANCIAS,CYZONE,34.9,17-01-2023,Constantes 2
50012395,202304,PE,210101671,PROMOCION USUARIOS,CYZONE,23,22-02-2023,Constantes 2
46810376,202308,PE,210100409,CUIDADO PERSONAL,LBEL,16.45,23-05-2023,Inconstantes
6766099,202305,PE,200107883,CUIDADO PERSONAL,CYZONE,8.9,22-03-2023,Constantes 1
35115986,202307,PE,210095971,MAQUILLAJE,CYZONE,19.9,08-05-2023,Nuevas
35115986,202302,PE,200088567,TRATAMIENTO CORPORAL,ESIKA,17.9,10-01-2023,Inconstantes
48375936,202304,PE,200106488,TRATAMIENTO FACIAL,CYZONE,12.72,20-02-2023,Inconstantes
41941847,202301,PE,200098673,FRAGANCIAS,ESIKA,14.95,20-12-2022,Inconstantes
50222365,202304,PE,200107358,MAQUILLAJE,CYZONE,13.9,13-02-2023,Nuevas
48141730,202303,PE,210100407,CUIDADO PERSONAL,CYZONE,14.95,15-02-2023,Nuevas
50180832,202303,PE,200094826,MAQUILLAJE,ESIKA,19.9,08-02-2023,Inconstantes
49841213,202305,PE,200108671,FRAGANCIAS,ESIKA,64.9,23-03-2023,Constantes 1
49005369,202307,PE,210102099,PROMOCION USUARIOS,LBEL,59,08-05-2023,Constantes 1
41599235,202305,PE,200094941,FRAGANCIAS,CYZONE,14.98,29-03-2023,Constantes 1
44363682,202302,PE,200105041,FRAGANCIAS,ESIKA,29.9,23-01-2023,Constantes 2
50236552,202303,PE,200109356,MAQUILLAJE,CYZONE,8,07-02-2023,Inconstantes
35115986,202303,PE,210098462,MAQUILLAJE,CYZONE,13.95,14-02-2023,Constantes 1
49458142,202303,PE,200094936,FRAGANCIAS,CYZONE,21.9,08-02-2023,Constantes 1
49005369,202307,PE,200089507,FRAGANCIAS,ESIKA,29.2,08-05-2023,Inconstantes
50216160,202306,PE,200107324,TRATAMIENTO FACIAL,CYZONE,26.9,11-04-2023,Constantes 3
41941847,202307,PE,200102089,MAQUILLAJE,CYZONE,17.9,08-05-2023,Constantes 3
44736446,202302,PE,210100046,BIJOUTERIE,ESIKA,24.9,13-01-2023,Constantes 1
25017854,202307,PE,200103025,CUIDADO PERSONAL,ESIKA,29.9,17-04-2023,Constantes 2
42196177,202301,PE,200103327,MAQUILLAJE,ESIKA,35.9,17-12-2022,Constantes 2
35115986,202307,PE,210102098,PROMOCION USUARIOS,ESIKA,52.9,08-05-2023,Constantes 2
43819615,202309,PE,200113792,MAQUILLAJE,CYZONE,9.99,20-06-2023,Constantes 1
48053378,202307,PE,210092772,MAQUILLAJE,LBEL,27.9,04-05-2023,Constantes 1
36838736,202306,PE,200108089,MAQUILLAJE,ESIKA,26.9,04-04-2023,Constantes 1
49276435,202302,PE,200109164,MAQUILLAJE,CYZONE,15.9,09-01-2023,Constantes 2
40772804,202306,PE,210100112,BIJOUTERIE,ESIKA,21.9,13-04-2023,Constantes 2
49005369,202304,PE,200072913,FRAGANCIAS,ESIKA,11.98,02-03-2023,Nuevas
49005369,202304,PE,200086566,CUIDADO PERSONAL,ESIKA,24.9,02-03-2023,Constantes 1
41399422,202307,PE,200110113,CUIDADO PERSONAL,LBEL,13.6,08-05-2023,Constantes 3
48053378,202303,PE,210101263,COMPLEMENTOS,CYZONE,42.45,09-02-2023,Constantes 2
46349253,202303,PE,200092456,TRATAMIENTO CORPORAL,ESIKA,13.09,17-02-2023,Inconstantes
48375936,202306,PE,200095570,CUIDADO PERSONAL,ESIKA,7.38,03-04-2023,Inconstantes
49930828,202303,PE,200097947,FRAGANCIAS,CYZONE,23.98,14-02-2023,Nuevas
41941847,202304,PE,200107624,MAQUILLAJE,LBEL,28,01-03-2023,Nuevas
36910046,202301,PE,210102057,COMPLEMENTOS,CYZONE,16.9,06-01-2023,Nuevas
25017854,202301,PE,210102057,COMPLEMENTOS,CYZONE,24.9,06-12-2022,Inconstantes
46349253,202309,PE,210103750,HOGAR,CYZONE,86.9,20-06-2023,Inconstantes
50713687,202309,PE,200090452,FRAGANCIAS,ESIKA,39.9,07-06-2023,Constantes 2
49841213,202307,PE,200090452,FRAGANCIAS,ESIKA,39.9,08-05-2023,Nuevas
41941847,202305,PE,200105079,FRAGANCIAS,CYZONE,29.9,17-03-2023,Inconstantes
35115986,202307,PE,200064287,ACCESORIOS COSMETICOS,CYZONE,15.9,08-05-2023,Inconstantes
50200507,202306,PE,200103027,CUIDADO PERSONAL,ESIKA,22.9,13-04-2023,Inconstantes
49253273,202301,PE,200039855,FRAGANCIAS,CYZONE,32,28-12-2022,Inconstantes
35121714,202307,PE,200097067,CUIDADO PERSONAL,ESIKA,27.48,08-05-2023,Constantes 2
6766099,202304,PE,200064310,FRAGANCIAS,ESIKA,22.9,01-03-2023,Constantes 2
47742226,202304,PE,200113955,MAQUILLAJE,ESIKA,25.9,23-02-2023,Constantes 3
43256556,202309,PE,200107184,MAQUILLAJE,CYZONE,10.81,20-06-2023,Constantes 3
41941847,202305,PE,210098480,MAQUILLAJE,ESIKA,46.9,17-03-2023,Constantes 3
49005369,202302,PE,200108408,FRAGANCIAS,ESIKA,16.33,19-01-2023,Inconstantes
46810376,202303,PE,210102699,COMPLEMENTOS,CYZONE,64.9,07-02-2023,Constantes 3
50129098,202303,PE,210095994,MAQUILLAJE,ESIKA,18.9,03-02-2023,Inconstantes
22662147,202305,PE,200112635,MAQUILLAJE,ESIKA,21.9,23-03-2023,Inconstantes
47841925,202304,PE,200106556,MAQUILLAJE,CYZONE,17.9,24-02-2023,Inconstantes
50222365,202305,PE,210098463,MAQUILLAJE,CYZONE,15.9,06-03-2023,Constantes 1
41941847,202304,PE,200106274,FRAGANCIAS,ESIKA,78.9,24-02-2023,Constantes 1
34460329,202301,PE,200107368,MAQUILLAJE,CYZONE,13.9,03-01-2023,Nuevas
22662147,202304,PE,200106447,MAQUILLAJE,ESIKA,19.9,02-03-2023,Constantes 1
49264844,202304,PE,210095971,MAQUILLAJE,CYZONE,16,10-03-2023,Constantes 2
50388549,202309,PE,200112608,MAQUILLAJE,ESIKA,24.45,22-06-2023,Inconstantes
41599235,202303,PE,200090350,TRATAMIENTO CORPORAL,ESIKA,22.74,17-02-2023,Nuevas
49005369,202307,PE,200098555,FRAGANCIAS,ESIKA,54.95,08-05-2023,Inconstantes
33674465,202304,PE,210098482,MAQUILLAJE,ESIKA,36.9,15-02-2023,Constantes 1
35121714,202307,PE,210102442,CUIDADO PERSONAL,LBEL,13.73,08-05-2023,Constantes 3
48255698,202302,PE,200096152,MUESTRAS COSMETICOS,ESIKA,1,16-01-2023,Constantes 3
6766099,202304,PE,200102348,MAQUILLAJE,ESIKA,23.9,01-03-2023,Constantes 1
34392137,202305,PE,400095687,N/A,ESIKA,6.9,24-03-2023,Constantes 1
45717070,202304,PE,200083913,FRAGANCIAS,LBEL,29.9,27-02-2023,Constantes 1
46705815,202306,PE,200108752,CUIDADO PERSONAL,ESIKA,11.65,18-04-2023,Inconstantes
38099701,202308,PE,200102430,FRAGANCIAS,ESIKA,50.35,08-05-2023,Constantes 2
49478801,202303,PE,210102164,BIJOUTERIE,CYZONE,39.9,31-01-2023,Nuevas
46928369,202309,PE,200094217,FRAGANCIAS,ESIKA,73.9,09-06-2023,Nuevas
42445754,202306,PE,210097035,MAQUILLAJE,CYZONE,19.95,03-04-2023,Constantes 2
50554562,202308,PE,210096627,BIJOUTERIE,ESIKA,59.9,08-05-2023,Nuevas
25017854,202308,PE,200102063,MAQUILLAJE,CYZONE,51.9,08-05-2023,Constantes 2
38099701,202308,PE,200102092,MAQUILLAJE,CYZONE,14.5,08-05-2023,Constantes 2
25017854,202304,PE,200099673,FRAGANCIAS,CYZONE,13,13-02-2023,Inconstantes
38099701,202308,PE,200109134,FRAGANCIAS,ESIKA,39.9,08-05-2023,Constantes 2
38099701,202308,PE,200109134,FRAGANCIAS,ESIKA,39.9,08-05-2023,Nuevas
50554562,202308,PE,200100926,FRAGANCIAS,ESIKA,39.9,08-05-2023,Constantes 2
44621738,202302,PE,200095159,CUIDADO PERSONAL,ESIKA,7.38,20-01-2023,Constantes 2
49005369,202303,PE,200109194,MAQUILLAJE,LBEL,24,02-02-2023,Constantes 2
43256556,202307,PE,200103025,CUIDADO PERSONAL,ESIKA,29.9,04-05-2023,Constantes 2
50643441,202308,PE,200098640,TRATAMIENTO FACIAL,ESIKA,61.9,26-05-2023,Constantes 2
44621738,202308,PE,200095931,FRAGANCIAS,ESIKA,29.9,30-05-2023,Constantes 1
44621738,202308,PE,200101449,FRAGANCIAS,CYZONE,19.99,30-05-2023,Constantes 2
49841213,202308,PE,200112612,MAQUILLAJE,ESIKA,24.9,26-05-2023,Constantes 2
43819615,202307,PE,200086432,FRAGANCIAS,ESIKA,36.6,04-05-2023,Constantes 1
36977272,202308,PE,200097066,CUIDADO PERSONAL,ESIKA,30.9,26-05-2023,Constantes 2
42789348,202308,PE,200108671,FRAGANCIAS,ESIKA,19.95,26-05-2023,Constantes 2
6766099,202307,PE,200106346,FRAGANCIAS,ESIKA,46.48,05-05-2023,Inconstantes
44363682,202308,PE,210103474,BIJOUTERIE,ESIKA,49.9,26-05-2023,Constantes 2
50222365,202304,PE,200106488,TRATAMIENTO FACIAL,CYZONE,12.72,13-02-2023,Inconstantes
50222365,202304,PE,200082687,CUIDADO PERSONAL,ESIKA,13.3,13-02-2023,Constantes 2
49478801,202304,PE,210093293,BIJOUTERIE,ESIKA,27.9,20-02-2023,Inconstantes
42445754,202308,PE,200109169,MAQUILLAJE,CYZONE,18.95,15-05-2023,Constantes 2
44621738,202308,PE,200106356,FRAGANCIAS,CYZONE,24.3,30-05-2023,Constantes 2
42010081,202308,PE,200106457,MAQUILLAJE,ESIKA,11.96,26-05-2023,Constantes 2
44621738,202308,PE,200108674,CUIDADO PERSONAL,ESIKA,7.38,30-05-2023,Inconstantes
43819615,202308,PE,200072406,CUIDADO PERSONAL,LBEL,20,30-05-2023,Inconstantes
43819615,202308,PE,200110329,MAQUILLAJE,ESIKA,25.9,30-05-2023,Constantes 3
41941847,202306,PE,200082674,FRAGANCIAS,ESIKA,10.41,07-04-2023,Constantes 3
50686477,202308,PE,200098673,FRAGANCIAS,ESIKA,39.9,26-05-2023,Constantes 1
50332829,202308,PE,210097030,CUIDADO PERSONAL,LBEL,9.95,15-05-2023,Constantes 3
29870691,202308,PE,200095426,CUIDADO PERSONAL,CYZONE,5.1,26-05-2023,Constantes 1
44621738,202308,PE,200095895,FRAGANCIAS,CYZONE,19.99,30-05-2023,Nuevas
50222365,202309,PE,200100812,TRATAMIENTO FACIAL,ESIKA,28.9,29-05-2023,Nuevas
33299354,202309,PE,200103327,MAQUILLAJE,ESIKA,27.9,29-05-2023,Constantes 1
44621738,202308,PE,200108045,TRATAMIENTO CORPORAL,ESIKA,10,30-05-2023,Constantes 1
43819615,202307,PE,200103716,MAQUILLAJE,ESIKA,23.9,04-05-2023,Constantes 1
41941847,202307,PE,200103025,CUIDADO PERSONAL,ESIKA,29.9,27-04-2023,Constantes 1
30993470,202307,PE,200082678,FRAGANCIAS,ESIKA,28.9,26-04-2023,Nuevas
50491781,202308,PE,200039855,FRAGANCIAS,CYZONE,16,26-05-2023,Constantes 1
50549011,202308,PE,200082687,CUIDADO PERSONAL,ESIKA,17.9,25-05-2023,Constantes 1
44621738,202308,PE,210098499,MAQUILLAJE,ESIKA,32.9,30-05-2023,Inconstantes
46928369,202308,PE,200105017,FRAGANCIAS,CYZONE,21.9,18-05-2023,Inconstantes
44621738,202308,PE,200090351,TRATAMIENTO CORPORAL,ESIKA,34.9,30-05-2023,Constantes 3
49483406,202308,PE,200106161,TRATAMIENTO CORPORAL,CYZONE,19.9,17-05-2023,Constantes 1
41941847,202307,PE,200106396,FRAGANCIAS,ESIKA,24.9,27-04-2023,Constantes 3
50180832,202308,PE,200103448,CUIDADO PERSONAL,ESIKA,7.38,25-05-2023,Inconstantes
6766099,202308,PE,200111352,FRAGANCIAS,ESIKA,44.9,25-05-2023,Inconstantes
50402916,202307,PE,200106360,FRAGANCIAS,CYZONE,40.9,26-04-2023,Nuevas
6766099,202308,PE,200101571,MAQUILLAJE,ESIKA,14.9,25-05-2023,Constantes 1
10635322,202307,PE,200103450,CUIDADO PERSONAL,CYZONE,8.17,27-04-2023,Nuevas
44621738,202308,PE,200091709,FRAGANCIAS,CYZONE,19.99,30-05-2023,Constantes 2
48375936,202308,PE,200088133,FRAGANCIAS,ESIKA,27.3,16-05-2023,Inconstantes
48809553,202304,PE,200095170,CUIDADO PERSONAL,ESIKA,4.83,27-02-2023,Constantes 2
35319905,202308,PE,200110328,MAQUILLAJE,ESIKA,25.9,24-05-2023,Inconstantes
49005369,202308,PE,200095374,CUIDADO PERSONAL,ESIKA,4.9,25-05-2023,Inconstantes
50495825,202308,PE,200089168,FRAGANCIAS,CYZONE,39.9,25-05-2023,Nuevas
49005369,202307,PE,200083902,FRAGANCIAS,ESIKA,43.9,08-05-2023,Nuevas
50554562,202309,PE,200109611,MAQUILLAJE,CYZONE,22.9,30-05-2023,Nuevas
50620174,202308,PE,200092913,MAQUILLAJE,LBEL,25,19-05-2023,Constantes 1
50137716,202308,PE,200107360,MAQUILLAJE,CYZONE,13.9,23-05-2023,Nuevas
48141730,202308,PE,200110328,MAQUILLAJE,ESIKA,25.9,25-05-2023,Nuevas
45296474,202306,PE,200089168,FRAGANCIAS,CYZONE,16.67,03-04-2023,Nuevas
43819615,202308,PE,210098481,MAQUILLAJE,ESIKA,46.9,30-05-2023,Nuevas
41941847,202308,PE,210098468,MAQUILLAJE,CYZONE,15.9,25-05-2023,Constantes 3
20706554,202308,PE,200103027,CUIDADO PERSONAL,ESIKA,22.9,25-05-2023,Nuevas
22662147,202308,PE,210093312,ACCESORIOS COSMETICOS,ESIKA,14.9,25-05-2023,Constantes 3
22662147,202308,PE,200105041,FRAGANCIAS,ESIKA,31.9,25-05-2023,Constantes 3
50612910,202308,PE,200102430,FRAGANCIAS,ESIKA,50.35,25-05-2023,Nuevas
41941847,202308,PE,200098099,MAQUILLAJE,ESIKA,15.9,25-05-2023,Nuevas
43819615,202308,PE,200102846,TRATAMIENTO CORPORAL,ESIKA,12.9,30-05-2023,Constantes 3
9799877,202308,PE,200103441,CUIDADO PERSONAL,ESIKA,8.9,15-05-2023,Nuevas
44621738,202308,PE,200105179,TRATAMIENTO CORPORAL,ESIKA,12.9,30-05-2023,Constantes 3
36977272,202308,PE,200110734,TRATAMIENTO FACIAL,LBEL,68.9,30-05-2023,Constantes 3
36977272,202308,PE,200110734,TRATAMIENTO FACIAL,LBEL,68.9,30-05-2023,Nuevas
50180832,202308,PE,200102846,TRATAMIENTO CORPORAL,ESIKA,12.9,25-05-2023,Nuevas
43256556,202308,PE,200103022,CUIDADO PERSONAL,ESIKA,11.65,24-05-2023,Nuevas
50612910,202307,PE,200103923,MAQUILLAJE,CYZONE,17.9,04-05-2023,Inconstantes
43819615,202307,PE,210086712,CUIDADO PERSONAL,ESIKA,14.95,04-05-2023,Nuevas
48809553,202308,PE,200095170,CUIDADO PERSONAL,ESIKA,7.38,24-05-2023,Nuevas
6766099,202308,PE,200107850,TRATAMIENTO FACIAL,LBEL,79.5,25-05-2023,Inconstantes
46258398,202308,PE,200086432,FRAGANCIAS,ESIKA,41.9,25-05-2023,Nuevas
6766099,202306,PE,200103963,TRATAMIENTO CORPORAL,LBEL,10.96,13-04-2023,Constantes 1
43256556,202308,PE,210103588,BIJOUTERIE,ESIKA,39.9,24-05-2023,Nuevas
43819615,202308,PE,200100866,FRAGANCIAS,ESIKA,54.27,30-05-2023,Nuevas
44621738,202308,PE,200090350,TRATAMIENTO CORPORAL,ESIKA,34.9,30-05-2023,Constantes 1
38099701,202309,PE,200072913,FRAGANCIAS,ESIKA,17.45,30-05-2023,Constantes 3
50554562,202309,PE,200103028,CUIDADO PERSONAL,ESIKA,13.9,30-05-2023,Constantes 3
48809553,202308,PE,200091759,FRAGANCIAS,LBEL,39.9,24-05-2023,Constantes 3
33299354,202307,PE,200106537,MAQUILLAJE,ESIKA,23.9,17-04-2023,Constantes 3
50222365,202307,PE,210100640,COMPLEMENTOS,CYZONE,59.9,17-04-2023,Constantes 3
9319727,202304,PE,210104344,BIJOUTERIE,ESIKA,44.9,08-03-2023,Constantes 3
49245653,202302,PE,200112298,MAQUILLAJE,CYZONE,9.5,13-01-2023,Constantes 3
41599235,202302,PE,210101977,COMPLEMENTOS,CYZONE,48.45,20-01-2023,Constantes 1
40398864,202307,PE,210098190,BIJOUTERIE,ESIKA,79.9,26-04-2023,Nuevas
44363682,202307,PE,210102548,BIJOUTERIE,CYZONE,66.9,04-05-2023,Inconstantes
47841925,202303,PE,200099310,FRAGANCIAS,ESIKA,18.37,03-02-2023,Nuevas
47030943,202306,PE,400095670,N/A,CYZONE,3.3,07-04-2023,Constantes 3
43819615,202307,PE,200105041,FRAGANCIAS,ESIKA,31.9,04-05-2023,Nuevas
50180832,202304,PE,200108911,MAQUILLAJE,ESIKA,28.9,01-03-2023,Constantes 1
41079411,202306,PE,210096207,MAQUILLAJE,ESIKA,16.9,12-04-2023,Constantes 1
50207838,202307,PE,200092914,MAQUILLAJE,LBEL,26,26-04-2023,Constantes 2
34392137,202306,PE,200103918,MAQUILLAJE,CYZONE,12.35,10-04-2023,Constantes 1
49483406,202307,PE,200099047,FRAGANCIAS,ESIKA,30,26-04-2023,Inconstantes
48053378,202306,PE,200103354,MAQUILLAJE,ESIKA,14.9,14-04-2023,Inconstantes
47659973,202303,PE,210095975,MAQUILLAJE,CYZONE,18.9,15-02-2023,Constantes 2
50222365,202307,PE,210099696,PROMOCION USUARIOS,CYZONE,1.47,17-04-2023,Constantes 3
25017854,202307,PE,200105017,FRAGANCIAS,CYZONE,13.99,17-04-2023,Constantes 1
6766099,202305,PE,200095170,CUIDADO PERSONAL,ESIKA,7.38,22-03-2023,Nuevas
40264507,202307,PE,200083596,TRATAMIENTO CORPORAL,LBEL,34.9,27-04-2023,Nuevas
50137716,202307,PE,200106448,MAQUILLAJE,ESIKA,19.9,02-05-2023,Inconstantes
50200507,202303,PE,200104411,FRAGANCIAS,LBEL,45,09-02-2023,Inconstantes
49621140,202301,PE,200105011,FRAGANCIAS,CYZONE,17.99,19-12-2022,Constantes 3
48375936,202304,PE,200095170,CUIDADO PERSONAL,ESIKA,5.1,20-02-2023,Inconstantes
49978995,202306,PE,200113720,MAQUILLAJE,CYZONE,14.95,07-04-2023,Constantes 2
49478801,202301,PE,210098988,PROMOCION USUARIOS,CYZONE,33.9,16-12-2022,Constantes 3
37558710,202307,PE,200106440,MAQUILLAJE,ESIKA,19.9,27-04-2023,Constantes 3
48375936,202306,PE,200103442,CUIDADO PERSONAL,ESIKA,7.38,03-04-2023,Inconstantes
41399422,202306,PE,200091962,MUESTRAS COSMETICOS,LBEL,1.4,14-04-2023,Constantes 2
50491781,202306,PE,200105041,FRAGANCIAS,ESIKA,19.9,22-04-2023,Constantes 2
10635322,202306,PE,210100408,CUIDADO PERSONAL,CYZONE,16.45,04-04-2023,Constantes 1
49094396,202301,PE,200112287,MAQUILLAJE,CYZONE,9.5,27-12-2022,Constantes 2
50388549,202306,PE,210098462,MAQUILLAJE,CYZONE,15.9,18-04-2023,Inconstantes
49264844,202303,PE,200102108,MAQUILLAJE,CYZONE,11.98,17-02-2023,Constantes 2
50014797,202302,PE,200099198,FRAGANCIAS,LBEL,41.9,27-01-2023,Constantes 1
48141730,202307,PE,200104231,TRATAMIENTO CORPORAL,ESIKA,35.9,10-05-2023,Constantes 1
50321401,202306,PE,200102102,MAQUILLAJE,CYZONE,11.98,20-04-2023,Constantes 3
23989824,202306,PE,200092742,FRAGANCIAS,CYZONE,13.73,12-04-2023,Constantes 1
23989824,202306,PE,200105017,FRAGANCIAS,CYZONE,13.73,12-04-2023,Constantes 2
29870691,202306,PE,200095177,CUIDADO PERSONAL,ESIKA,7.63,13-04-2023,Nuevas
41941847,202302,PE,200107324,TRATAMIENTO FACIAL,CYZONE,30.9,13-01-2023,Nuevas
41079411,202302,PE,200112474,TRATAMIENTO CORPORAL,LBEL,29.9,23-01-2023,Constantes 3
50200507,202304,PE,200102433,FRAGANCIAS,ESIKA,39.9,06-03-2023,Constantes 3
49475098,202302,PE,200091898,MAQUILLAJE,CYZONE,8.9,10-01-2023,Constantes 3
41941847,202302,PE,200108409,FRAGANCIAS,ESIKA,26.51,13-01-2023,Inconstantes
9319727,202305,PE,210102335,BIJOUTERIE,ESIKA,49.9,29-03-2023,Inconstantes
47030943,202306,PE,200102820,TRATAMIENTO CORPORAL,ESIKA,22.9,07-04-2023,Inconstantes
49029489,202302,PE,200090452,FRAGANCIAS,ESIKA,39.9,12-01-2023,Constantes 1
40398864,202304,PE,200095464,CUIDADO PERSONAL,ESIKA,7.38,23-02-2023,Nuevas
36653310,202302,PE,200098794,MAQUILLAJE,CYZONE,22.9,18-01-2023,Inconstantes
49925166,202301,PE,200107639,MAQUILLAJE,LBEL,17.45,22-12-2022,Constantes 2
46349253,202305,PE,200106455,MAQUILLAJE,ESIKA,19.9,30-03-2023,Constantes 2
41941847,202302,PE,200112294,MAQUILLAJE,CYZONE,9.5,13-01-2023,Constantes 2
47030943,202305,PE,200100866,FRAGANCIAS,ESIKA,69.9,16-03-2023,Nuevas
44621738,202306,PE,200105188,CUIDADO PERSONAL,ESIKA,5.1,19-04-2023,Constantes 2
