CODEBELISTA,ANIOCAMPANA,CODPAIS,CODPRODUCTOSAP,DESCATEGORIA,DESMARCA,PRECIOOFERTA,FECHAPROCESO,ROLLING_SEGMENT
49841213,202312,PE,200113540,TRATAMIENTO CORPORAL,LBEL,28.31,21-08-2023,Constantes 1
25017854,202313,PE,200108752,CUIDADO PERSONAL,ESIKA,11.65,21-08-2023,Constantes 3
50554562,202313,PE,210101546,PROMOCION USUARIOS,CYZONE,1.9,21-08-2023,Constantes 1
25017854,202313,PE,200109537,CUIDADO PERSONAL,ESIKA,7.38,21-08-2023,Constantes 2
38099701,202313,PE,200100810,FRAGANCIAS,ESIKA,56.6,21-08-2023,Nuevas
34392137,202309,PE,200106446,MAQUILLAJE,ESIKA,13.3,19-06-2023,Nuevas
6766099,202304,PE,200105190,CUIDADO PERSONAL,ESIKA,7.63,01-03-2023,Constantes 3
20810254,202301,PE,200102430,FRAGANCIAS,ESIKA,31.9,26-12-2022,Nuevas
20706554,202308,PE,200112292,MAQUILLAJE,CYZONE,10.5,25-05-2023,Inconstantes
36910046,202301,PE,200097067,CUIDADO PERSONAL,ESIKA,28.72,06-01-2023,Inconstantes
42010081,202305,PE,200095570,CUIDADO PERSONAL,ESIKA,5.1,23-03-2023,Constantes 2
23989824,202305,PE,200091235,MUESTRAS COSMETICOS,LBEL,0.46,20-03-2023,Inconstantes
34191115,202305,PE,200109443,FRAGANCIAS,ESIKA,34.9,24-03-2023,Constantes 3
34392137,202303,PE,200102370,FRAGANCIAS,ESIKA,24.68,14-02-2023,Constantes 3
40264507,202309,PE,200102111,MAQUILLAJE,CYZONE,9.99,07-06-2023,Constantes 3
49483406,202306,PE,210100409,CUIDADO PERSONAL,LBEL,18,04-04-2023,Constantes 1
43256556,202303,PE,200095931,FRAGANCIAS,ESIKA,37.51,08-02-2023,Nuevas
43819615,202301,PE,200108507,CUIDADO PERSONAL,ESIKA,19.9,26-12-2022,Nuevas
42789348,202305,PE,200082687,CUIDADO PERSONAL,ESIKA,10.79,29-03-2023,Constantes 2
49544138,202301,PE,210102003,COMPLEMENTOS,CYZONE,52.9,30-12-2022,Inconstantes
34460329,202301,PE,200107366,MAQUILLAJE,CYZONE,13.9,03-01-2023,Nuevas
41941847,202301,PE,210086712,CUIDADO PERSONAL,ESIKA,18.9,03-01-2023,Constantes 3
50216160,202307,PE,200103961,TRATAMIENTO CORPORAL,LBEL,12.89,02-05-2023,Inconstantes
43819615,202301,PE,200095382,CUIDADO PERSONAL,ESIKA,4.95,26-12-2022,Constantes 1
46810376,202307,PE,200090346,CUIDADO PERSONAL,ESIKA,23.9,02-05-2023,Inconstantes
50023737,202307,PE,210101280,BIJOUTERIE,CYZONE,31.9,02-05-2023,Constantes 2
47935776,202301,PE,200098648,TRATAMIENTO FACIAL,ESIKA,36.9,27-12-2022,Constantes 3
42445754,202303,PE,200113244,FRAGANCIAS,LBEL,46.5,30-01-2023,Constantes 1
46810376,202307,PE,210096210,MAQUILLAJE,ESIKA,16.95,02-05-2023,Constantes 3
34191115,202303,PE,200106357,FRAGANCIAS,CYZONE,36.9,13-02-2023,Inconstantes
49029489,202301,PE,210100409,CUIDADO PERSONAL,LBEL,13,21-12-2022,Constantes 3
49925166,202301,PE,200102649,MAQUILLAJE,ESIKA,19.9,22-12-2022,Constantes 1
48283403,202302,PE,200102673,MAQUILLAJE,ESIKA,18.9,12-01-2023,Nuevas
48019498,202307,PE,200107373,MAQUILLAJE,CYZONE,13.9,02-05-2023,Constantes 1
50236552,202307,PE,200108671,FRAGANCIAS,ESIKA,40,28-04-2023,Constantes 2
6766099,202305,PE,200102045,FRAGANCIAS,ESIKA,79.9,22-03-2023,Nuevas
50216160,202307,PE,200109875,FRAGANCIAS,LBEL,70,02-05-2023,Constantes 1
39685329,202307,PE,200105041,FRAGANCIAS,ESIKA,24.97,02-05-2023,Nuevas
50236552,202305,PE,200112904,MAQUILLAJE,CYZONE,17.9,21-03-2023,Constantes 2
49475098,202302,PE,200112474,TRATAMIENTO CORPORAL,LBEL,29.9,10-01-2023,Nuevas
50569527,202307,PE,200095374,CUIDADO PERSONAL,ESIKA,8.9,28-04-2023,Nuevas
50321401,202305,PE,200105218,TRATAMIENTO FACIAL,ESIKA,49.9,29-03-2023,Nuevas
20810254,202304,PE,210099201,RELOJES,ESIKA,77.9,27-02-2023,Constantes 2
43256556,202305,PE,200095931,FRAGANCIAS,ESIKA,52.9,22-03-2023,Constantes 2
44363682,202303,PE,200108671,FRAGANCIAS,ESIKA,52.9,10-02-2023,Inconstantes
35319905,202307,PE,210103622,BIJOUTERIE,ESIKA,39.9,02-05-2023,Constantes 2
40264507,202307,PE,200109168,MAQUILLAJE,CYZONE,17.9,27-04-2023,Nuevas
50083268,202305,PE,200107358,MAQUILLAJE,CYZONE,13.9,10-03-2023,Nuevas
49189214,202307,PE,200098950,MAQUILLAJE,LBEL,26,29-04-2023,Nuevas
49923171,202302,PE,200082687,CUIDADO PERSONAL,ESIKA,13.86,10-01-2023,Constantes 3
50023737,202307,PE,200111353,MUESTRAS COSMETICOS,ESIKA,1.4,02-05-2023,Nuevas
30745744,202307,PE,200103354,MAQUILLAJE,ESIKA,35.9,02-05-2023,Inconstantes
49621140,202301,PE,210095995,MAQUILLAJE,ESIKA,17.9,19-12-2022,Constantes 2
49860358,202303,PE,200109874,FRAGANCIAS,CYZONE,24.9,08-02-2023,Nuevas
47590043,202305,PE,200107613,MAQUILLAJE,LBEL,13.3,14-03-2023,Inconstantes
49264844,202302,PE,200088564,CUIDADO PERSONAL,ESIKA,5.87,25-01-2023,Constantes 3
47742226,202305,PE,210102310,BIJOUTERIE,ESIKA,84.9,16-03-2023,Constantes 1
41599235,202306,PE,200102430,FRAGANCIAS,ESIKA,13.3,17-04-2023,Nuevas
43256556,202305,PE,210095249,CUIDADO PERSONAL,CYZONE,19.95,22-03-2023,Constantes 3
44621738,202305,PE,200108674,CUIDADO PERSONAL,ESIKA,5.1,29-03-2023,Inconstantes
41399422,202306,PE,200088271,MUESTRAS COSMETICOS,LBEL,1.4,14-04-2023,Inconstantes
46495217,202305,PE,210102070,HOGAR,CYZONE,44.9,21-03-2023,Constantes 1
43256556,202305,PE,200105329,FRAGANCIAS,ESIKA,42.9,22-03-2023,Nuevas
50023737,202307,PE,200109875,FRAGANCIAS,LBEL,29.9,02-05-2023,Inconstantes
6766099,202305,PE,200110342,MAQUILLAJE,ESIKA,21.9,22-03-2023,Inconstantes
46258398,202308,PE,200106662,MAQUILLAJE,ESIKA,18.9,25-05-2023,Constantes 3
50612910,202308,PE,200105984,MAQUILLAJE,LBEL,19,25-05-2023,Constantes 3
35271661,202307,PE,200113733,VARIOS,GENERICA,59.9,02-05-2023,Constantes 3
50023737,202307,PE,210095326,BIJOUTERIE,ESIKA,59.9,02-05-2023,Inconstantes
6766099,202308,PE,200105986,MAQUILLAJE,LBEL,19,25-05-2023,Constantes 3
35319905,202307,PE,210093135,BIJOUTERIE,ESIKA,54.9,02-05-2023,Constantes 3
39685329,202307,PE,200106441,MAQUILLAJE,ESIKA,13.18,02-05-2023,Constantes 3
50137716,202307,PE,200109875,FRAGANCIAS,LBEL,29.9,02-05-2023,Constantes 3
6766099,202307,PE,200092906,MAQUILLAJE,LBEL,26,05-05-2023,Constantes 2
49724349,202302,PE,200107360,MAQUILLAJE,CYZONE,13.9,26-01-2023,Constantes 1
48019498,202307,PE,200110649,MAQUILLAJE,ESIKA,24.9,02-05-2023,Constantes 2
48141730,202308,PE,210103498,BIJOUTERIE,ESIKA,49.9,25-05-2023,Constantes 1
35271661,202307,PE,210102585,COMPLEMENTOS,CYZONE,14.4,02-05-2023,Constantes 2
34392137,202307,PE,200082678,FRAGANCIAS,ESIKA,14.97,09-05-2023,Constantes 2
50612910,202308,PE,200112603,MAQUILLAJE,ESIKA,24.9,25-05-2023,Constantes 2
46810376,202307,PE,200101369,FRAGANCIAS,LBEL,83,02-05-2023,Constantes 2
48053378,202308,PE,200106456,MAQUILLAJE,ESIKA,19.9,25-05-2023,Constantes 1
48375936,202305,PE,200113792,MAQUILLAJE,CYZONE,18.9,13-03-2023,Constantes 1
40772804,202308,PE,200091269,CUIDADO PERSONAL,LBEL,27.98,25-05-2023,Nuevas
22662147,202308,PE,200106462,MAQUILLAJE,ESIKA,29.9,25-05-2023,Constantes 3
42904414,202305,PE,200102109,MAQUILLAJE,CYZONE,11.6,17-03-2023,Nuevas
50207838,202309,PE,200104873,CUIDADO PERSONAL,ESIKA,15.9,07-06-2023,Inconstantes
50129098,202309,PE,200110665,MAQUILLAJE,LBEL,26,07-06-2023,Constantes 3
49276435,202309,PE,200105125,CUIDADO PERSONAL,ESIKA,8.9,07-06-2023,Constantes 1
36977272,202304,PE,200091875,MAQUILLAJE,ESIKA,41.9,28-02-2023,Nuevas
50129098,202309,PE,200083997,FRAGANCIAS,ESIKA,27.46,07-06-2023,Constantes 1
50200507,202305,PE,200090346,CUIDADO PERSONAL,ESIKA,18.3,24-03-2023,Constantes 1
49276435,202309,PE,200105011,FRAGANCIAS,CYZONE,26.9,07-06-2023,Constantes 1
45717070,202305,PE,210095243,LENTES,ESIKA,59.9,24-03-2023,Inconstantes
50713687,202309,PE,200108671,FRAGANCIAS,ESIKA,40.56,07-06-2023,Inconstantes
32375553,202309,PE,200105655,CUIDADO PERSONAL,ESIKA,24.9,07-06-2023,Constantes 1
49860358,202304,PE,200103025,CUIDADO PERSONAL,ESIKA,21.98,01-03-2023,Nuevas
36977272,202305,PE,210098481,MAQUILLAJE,ESIKA,46.9,21-03-2023,Constantes 1
40264507,202305,PE,200103919,MAQUILLAJE,CYZONE,11.6,27-03-2023,Constantes 1
49853408,202302,PE,200095430,CUIDADO PERSONAL,CYZONE,5.1,12-01-2023,Constantes 1
6766099,202304,PE,200106378,FRAGANCIAS,CYZONE,21.42,01-03-2023,Constantes 1
38933175,202304,PE,200103354,MAQUILLAJE,ESIKA,13.68,01-03-2023,Nuevas
50332985,202309,PE,200106346,FRAGANCIAS,ESIKA,31.82,07-06-2023,Constantes 1
46258398,202308,PE,200103961,TRATAMIENTO CORPORAL,LBEL,14.5,25-05-2023,Inconstantes
46258398,202308,PE,200107435,MAQUILLAJE,CYZONE,41.9,25-05-2023,Constantes 1
50402916,202307,PE,200106488,TRATAMIENTO FACIAL,CYZONE,24.9,26-04-2023,Constantes 3
22662147,202308,PE,200105017,FRAGANCIAS,CYZONE,21.9,25-05-2023,Constantes 3
9799877,202306,PE,200106556,MAQUILLAJE,CYZONE,17.9,03-04-2023,Constantes 3
50137716,202306,PE,200103354,MAQUILLAJE,ESIKA,14.9,11-04-2023,Inconstantes
40772804,202306,PE,210090137,BIJOUTERIE,ESIKA,21.9,13-04-2023,Constantes 3
40264507,202306,PE,200102104,MAQUILLAJE,CYZONE,11.98,05-04-2023,Constantes 3
41599235,202306,PE,200113953,FRAGANCIAS,ESIKA,28.24,17-04-2023,Constantes 3
49841213,202306,PE,200102061,FRAGANCIAS,ESIKA,21.69,14-04-2023,Inconstantes
36230193,202306,PE,200089168,FRAGANCIAS,CYZONE,25.2,05-04-2023,Inconstantes
48141730,202306,PE,210098785,BIJOUTERIE,CYZONE,31.9,19-04-2023,Inconstantes
46349253,202306,PE,200102061,FRAGANCIAS,ESIKA,21.69,19-04-2023,Constantes 1
49925166,202306,PE,200105017,FRAGANCIAS,CYZONE,26.45,07-04-2023,Inconstantes
48141730,202306,PE,200107368,MAQUILLAJE,CYZONE,13.9,19-04-2023,Constantes 3
41599235,202306,PE,200110122,CUIDADO PERSONAL,LBEL,24.5,17-04-2023,Constantes 2
36230193,202306,PE,210100408,CUIDADO PERSONAL,CYZONE,16.45,05-04-2023,Inconstantes
35121714,202306,PE,200095464,CUIDADO PERSONAL,ESIKA,7.38,20-04-2023,Constantes 3
6766099,202306,PE,200095426,CUIDADO PERSONAL,CYZONE,6.41,13-04-2023,Constantes 1
41941847,202306,PE,210097536,TRATAMIENTO CORPORAL,CYZONE,29.04,07-04-2023,Constantes 3
49264844,202306,PE,210102320,BIJOUTERIE,ESIKA,54.9,20-04-2023,Constantes 3
45345920,202306,PE,200085822,FRAGANCIAS,ESIKA,43.39,17-04-2023,Nuevas
50012395,202306,PE,210098355,ACCESORIOS COSMETICOS,CYZONE,18.9,05-04-2023,Inconstantes
37558710,202306,PE,210099429,MAQUILLAJE,CYZONE,31.9,05-04-2023,Inconstantes
50686477,202313,PE,200113792,MAQUILLAJE,CYZONE,14.9,13-09-2023,Inconstantes
46349253,202313,PE,210099148,BIJOUTERIE,ESIKA,44.9,13-09-2023,Nuevas
35121714,202313,PE,200095170,CUIDADO PERSONAL,ESIKA,7.38,13-09-2023,Nuevas
50686477,202313,PE,200106397,FRAGANCIAS,ESIKA,29.9,13-09-2023,Inconstantes
50686477,202313,PE,200106962,MAQUILLAJE,LBEL,83,13-09-2023,Constantes 3
49406819,202313,PE,200106446,MAQUILLAJE,ESIKA,19.9,13-09-2023,Constantes 2
47423058,202313,PE,200109677,MAQUILLAJE,CYZONE,25.9,13-09-2023,Inconstantes
35121714,202313,PE,200095162,CUIDADO PERSONAL,ESIKA,7.38,13-09-2023,Inconstantes
47423058,202313,PE,200095426,CUIDADO PERSONAL,CYZONE,5.1,13-09-2023,Constantes 1
51008243,202314,PE,200099047,FRAGANCIAS,ESIKA,20,13-09-2023,Constantes 1
51008243,202314,PE,200103449,CUIDADO PERSONAL,CYZONE,5.1,13-09-2023,Inconstantes
47423058,202313,PE,200095162,CUIDADO PERSONAL,ESIKA,5.1,13-09-2023,Inconstantes
49406819,202313,PE,200114940,FRAGANCIAS,ESIKA,34.9,13-09-2023,Constantes 2
51008243,202314,PE,200108160,FRAGANCIAS,LBEL,29.9,13-09-2023,Constantes 3
50858782,202310,PE,200099047,FRAGANCIAS,ESIKA,30.9,30-06-2023,Inconstantes
49682867,202316,PE,210096213,MAQUILLAJE,ESIKA,14.9,27-10-2023,Constantes 2
41941847,202313,PE,200112296,MAQUILLAJE,CYZONE,11.5,01-09-2023,Constantes 2
48165435,202316,PE,200103723,MAQUILLAJE,ESIKA,19.95,20-10-2023,Nuevas
41941847,202316,PE,200107185,MAQUILLAJE,CYZONE,14.95,26-10-2023,Constantes 2
50444627,202313,PE,200095895,FRAGANCIAS,CYZONE,52.9,01-09-2023,Inconstantes
48654894,202310,PE,210096211,MAQUILLAJE,ESIKA,16.9,03-07-2023,Inconstantes
43654802,202313,PE,200039855,FRAGANCIAS,CYZONE,25,08-09-2023,Inconstantes
41941847,202316,PE,200111393,CUIDADO PERSONAL,CYZONE,15.9,26-10-2023,Inconstantes
51123700,202316,PE,200110328,MAQUILLAJE,ESIKA,25.9,31-10-2023,Nuevas
50568679,202312,PE,200087949,MUESTRAS COSMETICOS,ESIKA,3.5,10-08-2023,Constantes 2
41941847,202316,PE,200105150,MAQUILLAJE,LBEL,26,26-10-2023,Inconstantes
51171004,202316,PE,200112361,CUIDADO PERSONAL,ESIKA,25.9,17-10-2023,Nuevas
50664694,202316,PE,200102045,FRAGANCIAS,ESIKA,44.97,19-10-2023,Nuevas
50332985,202315,PE,200099199,MUESTRAS COSMETICOS,LBEL,1.5,02-10-2023,Constantes 1
50664694,202316,PE,200106161,TRATAMIENTO CORPORAL,CYZONE,4.9,19-10-2023,Constantes 2
41941847,202316,PE,200088034,MAQUILLAJE,LBEL,38.33,26-10-2023,Constantes 2
51135768,202316,PE,200105070,MAQUILLAJE,LBEL,22.9,31-10-2023,Constantes 2
41941847,202310,PE,200108044,TRATAMIENTO CORPORAL,ESIKA,19.9,30-06-2023,Constantes 1
41941847,202310,PE,200102045,FRAGANCIAS,ESIKA,11.98,30-06-2023,Constantes 1
30993470,202310,PE,200090351,TRATAMIENTO CORPORAL,ESIKA,34.9,30-06-2023,Constantes 2
51118278,202316,PE,200105188,CUIDADO PERSONAL,ESIKA,8.9,26-10-2023,Constantes 2
50402916,202316,PE,200106556,MAQUILLAJE,CYZONE,18.9,31-10-2023,Constantes 1
47030943,202312,PE,200102430,FRAGANCIAS,ESIKA,69.9,09-08-2023,Constantes 2
41941847,202316,PE,210097511,MAQUILLAJE,CYZONE,19.9,26-10-2023,Constantes 2
50620174,202313,PE,200109874,FRAGANCIAS,CYZONE,31.9,01-09-2023,Constantes 2
49682867,202316,PE,200101245,TRATAMIENTO FACIAL,LBEL,46.9,27-10-2023,Constantes 2
50137716,202316,PE,200095517,CUIDADO PERSONAL,ESIKA,18.9,27-10-2023,Constantes 2
48375936,202312,PE,200094149,FRAGANCIAS,CYZONE,25.6,03-08-2023,Constantes 1
49925166,202311,PE,210096239,MAQUILLAJE,ESIKA,16.6,21-07-2023,Constantes 3
41941847,202313,PE,200094869,MAQUILLAJE,ESIKA,14.9,01-09-2023,Constantes 2
49925166,202316,PE,210093923,COMPLEMENTOS,ESIKA,49.9,31-10-2023,Constantes 3
50620174,202313,PE,200095157,TRATAMIENTO CORPORAL,CYZONE,16.9,01-09-2023,Constantes 2
9799877,202313,PE,200110955,MAQUILLAJE,LBEL,36.45,24-08-2023,Constantes 2
48809553,202311,PE,200097066,CUIDADO PERSONAL,ESIKA,28.9,25-07-2023,Constantes 1
40264507,202311,PE,200098236,MAQUILLAJE,ESIKA,12.9,26-07-2023,Constantes 3
20225351,202316,PE,200100673,FRAGANCIAS,ESIKA,11.9,26-10-2023,Constantes 3
51135768,202316,PE,200102090,MAQUILLAJE,CYZONE,14.95,31-10-2023,Inconstantes
50875792,202316,PE,200090337,CUIDADO PERSONAL,ESIKA,24.9,31-10-2023,Nuevas
47423058,202312,PE,200095663,CUIDADO PERSONAL,CYZONE,5.1,21-08-2023,Inconstantes
51266625,202316,PE,200111133,MAQUILLAJE,CYZONE,12.45,26-10-2023,Inconstantes
41941847,202316,PE,200115163,MAQUILLAJE,ESIKA,7.77,26-10-2023,Constantes 1
50664694,202316,PE,200106445,MAQUILLAJE,ESIKA,19.9,19-10-2023,Constantes 1
50620174,202310,PE,200113796,MAQUILLAJE,CYZONE,14.9,30-06-2023,Constantes 3
50664694,202316,PE,210102065,HOGAR,CYZONE,84.9,19-10-2023,Inconstantes
50000869,202312,PE,210102595,COMPLEMENTOS,CYZONE,24.9,15-08-2023,Inconstantes
50842045,202316,PE,210103937,COMPLEMENTOS,CYZONE,36.9,31-10-2023,Constantes 3
46495217,202310,PE,200106944,MAQUILLAJE,CYZONE,29.9,04-07-2023,Constantes 3
50568679,202310,PE,200089222,FRAGANCIAS,ESIKA,43.6,27-06-2023,Inconstantes
36910046,202312,PE,210103125,RELOJES,ESIKA,89.9,23-08-2023,Inconstantes
41941847,202311,PE,200091269,CUIDADO PERSONAL,LBEL,48,31-07-2023,Constantes 3
51135768,202316,PE,210103913,BIJOUTERIE,CYZONE,39.9,31-10-2023,Constantes 3
41941847,202310,PE,200101369,FRAGANCIAS,LBEL,11.98,30-06-2023,Inconstantes
46495217,202310,PE,210101976,COMPLEMENTOS,CYZONE,49.9,04-07-2023,Inconstantes
40264507,202311,PE,200103027,CUIDADO PERSONAL,ESIKA,15,20-07-2023,Nuevas
50875792,202310,PE,200108044,TRATAMIENTO CORPORAL,ESIKA,20.64,05-07-2023,Constantes 3
43819615,202310,PE,200095162,CUIDADO PERSONAL,ESIKA,5.1,05-07-2023,Constantes 3
51266625,202315,PE,200082678,FRAGANCIAS,ESIKA,9.95,06-10-2023,Constantes 3
10635322,202315,PE,200108908,CUIDADO PERSONAL,CYZONE,22.9,06-10-2023,Nuevas
40398864,202312,PE,200098086,TRATAMIENTO CORPORAL,ESIKA,28.9,09-08-2023,Inconstantes
41941847,202310,PE,200102424,FRAGANCIAS,LBEL,33.67,30-06-2023,Inconstantes
49163312,202315,PE,210105919,BIJOUTERIE,CYZONE,37.9,06-10-2023,Constantes 1
50620174,202310,PE,200098698,TRATAMIENTO FACIAL,ESIKA,27.9,30-06-2023,Inconstantes
9799877,202313,PE,200110329,MAQUILLAJE,ESIKA,14.3,24-08-2023,Nuevas
42445754,202316,PE,210099946,PROMOCION USUARIOS,LBEL,60,23-10-2023,Constantes 3
51278828,202315,PE,200105005,FRAGANCIAS,CYZONE,41.9,09-10-2023,Constantes 2
51278828,202316,PE,200106312,FRAGANCIAS,ESIKA,18.42,26-10-2023,Constantes 1
30745744,202311,PE,200095162,CUIDADO PERSONAL,ESIKA,7.38,25-07-2023,Constantes 3
51123700,202316,PE,210100114,BIJOUTERIE,ESIKA,37.96,31-10-2023,Constantes 3
50664694,202316,PE,200098673,FRAGANCIAS,ESIKA,38.83,19-10-2023,Nuevas
41941847,202310,PE,200085523,TRATAMIENTO FACIAL,LBEL,49,30-06-2023,Inconstantes
49163312,202316,PE,210103913,BIJOUTERIE,CYZONE,39.9,31-10-2023,Constantes 3
50842045,202316,PE,200103452,CUIDADO PERSONAL,LBEL,8.9,31-10-2023,Constantes 2
49925166,202310,PE,200108176,TRATAMIENTO FACIAL,LBEL,59,30-06-2023,Inconstantes
41941847,202310,PE,200085524,TRATAMIENTO FACIAL,LBEL,49,30-06-2023,Constantes 2
41941847,202316,PE,200091269,CUIDADO PERSONAL,LBEL,28.45,26-10-2023,Nuevas
50444627,202316,PE,210103934,COMPLEMENTOS,CYZONE,34.9,26-10-2023,Inconstantes
23989824,202312,PE,200114037,TRATAMIENTO FACIAL,LBEL,17.9,15-08-2023,Constantes 3
50875792,202316,PE,200109584,FRAGANCIAS,ESIKA,44.9,31-10-2023,Constantes 1
50984753,202316,PE,200103354,MAQUILLAJE,ESIKA,14.9,23-10-2023,Constantes 1
35115986,202310,PE,210095994,MAQUILLAJE,ESIKA,16.9,05-07-2023,Nuevas
35271661,202315,PE,200112748,MAQUILLAJE,ESIKA,8.95,17-10-2023,Constantes 1
34392137,202315,PE,200082674,FRAGANCIAS,ESIKA,14.57,17-10-2023,Constantes 2
50402916,202316,PE,210098883,MAQUILLAJE,CYZONE,32.9,31-10-2023,Constantes 3
50791017,202316,PE,200111393,CUIDADO PERSONAL,CYZONE,15.9,31-10-2023,Nuevas
49163312,202316,PE,200103355,MAQUILLAJE,ESIKA,14.9,31-10-2023,Nuevas
50791017,202316,PE,200091875,MAQUILLAJE,ESIKA,41.9,31-10-2023,Constantes 3
49406819,202315,PE,200113475,TRATAMIENTO CORPORAL,LBEL,28.9,17-10-2023,Nuevas
51123700,202316,PE,210096264,MAQUILLAJE,ESIKA,16.9,31-10-2023,Nuevas
46495217,202305,PE,210102164,BIJOUTERIE,CYZONE,34.9,21-03-2023,Constantes 1
49682867,202306,PE,210102086,PROMOCION USUARIOS,ESIKA,55.9,11-04-2023,Constantes 3
44363682,202305,PE,200095663,CUIDADO PERSONAL,CYZONE,7.9,23-03-2023,Nuevas
40772804,202305,PE,210102389,BIJOUTERIE,ESIKA,24.9,23-03-2023,Constantes 3
49682867,202306,PE,200086399,FRAGANCIAS,LBEL,13.3,11-04-2023,Constantes 3
41941847,202306,PE,200106568,MAQUILLAJE,CYZONE,16.45,31-03-2023,Inconstantes
41599235,202304,PE,200098264,FRAGANCIAS,ESIKA,69.9,08-03-2023,Inconstantes
40772804,202305,PE,200109465,MUESTRAS COSMETICOS,ESIKA,1.9,23-03-2023,Constantes 2
6766099,202305,PE,200095159,CUIDADO PERSONAL,ESIKA,7.38,22-03-2023,Constantes 3
46810376,202304,PE,200089990,MAQUILLAJE,CYZONE,14.5,28-02-2023,Inconstantes
41941847,202305,PE,200106312,FRAGANCIAS,ESIKA,16.66,17-03-2023,Constantes 3
47979439,202305,PE,200039855,FRAGANCIAS,CYZONE,34.9,27-03-2023,Constantes 3
40312757,202306,PE,200106446,MAQUILLAJE,ESIKA,14.97,14-04-2023,Inconstantes
38099701,202304,PE,200099610,MAQUILLAJE,ESIKA,4.5,14-02-2023,Inconstantes
49437838,202306,PE,200107184,MAQUILLAJE,CYZONE,22.9,04-04-2023,Constantes 2
42789348,202306,PE,200089504,TRATAMIENTO CORPORAL,ESIKA,51.9,17-04-2023,Inconstantes
50023737,202305,PE,200105073,MUESTRAS COSMETICOS,CYZONE,1.4,20-03-2023,Inconstantes
50137716,202305,PE,200108176,TRATAMIENTO FACIAL,LBEL,98,21-03-2023,Nuevas
41941847,202305,PE,200113793,MAQUILLAJE,CYZONE,18.9,27-03-2023,Constantes 2
10635322,202307,PE,200106346,FRAGANCIAS,ESIKA,27.66,27-04-2023,Inconstantes
50332829,202306,PE,200105655,CUIDADO PERSONAL,ESIKA,24.9,03-04-2023,Constantes 3
50154882,202306,PE,210100629,COMPLEMENTOS,CYZONE,49.9,14-04-2023,Constantes 3
50023737,202306,PE,210098701,COMPLEMENTOS,CYZONE,24.9,10-04-2023,Inconstantes
30745744,202306,PE,210098701,COMPLEMENTOS,CYZONE,24.9,05-04-2023,Nuevas
6766099,202305,PE,200108752,CUIDADO PERSONAL,ESIKA,11.65,22-03-2023,Constantes 1
46810376,202305,PE,210095249,CUIDADO PERSONAL,CYZONE,17.45,21-03-2023,Constantes 2
48019498,202306,PE,200095374,CUIDADO PERSONAL,ESIKA,5.45,10-04-2023,Constantes 1
34392137,202306,PE,200103448,CUIDADO PERSONAL,ESIKA,7.38,10-04-2023,Constantes 1
49841213,202306,PE,210098701,COMPLEMENTOS,CYZONE,24.9,14-04-2023,Constantes 3
40312757,202305,PE,200092792,MAQUILLAJE,LBEL,29.5,17-03-2023,Inconstantes
47841925,202304,PE,200099047,FRAGANCIAS,ESIKA,10,24-02-2023,Constantes 3
41599235,202306,PE,200105041,FRAGANCIAS,ESIKA,31.9,17-04-2023,Nuevas
41599235,202306,PE,200105195,CUIDADO PERSONAL,ESIKA,7.38,17-04-2023,Nuevas
46349253,202306,PE,200095465,CUIDADO PERSONAL,ESIKA,6.51,19-04-2023,Constantes 2
34460329,202305,PE,200108408,FRAGANCIAS,ESIKA,29.96,23-03-2023,Nuevas
36838736,202301,PE,200094066,FRAGANCIAS,CYZONE,23.9,26-12-2022,Nuevas
50242153,202305,PE,210099853,MAQUILLAJE,CYZONE,59.9,06-03-2023,Constantes 2
44363682,202305,PE,210098748,COMPLEMENTOS,CYZONE,59.9,23-03-2023,Constantes 2
47030943,202305,PE,200108408,FRAGANCIAS,ESIKA,26.56,16-03-2023,Constantes 1
30993470,202302,PE,200109537,CUIDADO PERSONAL,ESIKA,11.9,10-01-2023,Constantes 2
51135768,202315,PE,210105919,BIJOUTERIE,CYZONE,37.9,18-10-2023,Constantes 2
30993470,202316,PE,200112314,FRAGANCIAS,ESIKA,27.46,28-10-2023,Constantes 3
46349253,202315,PE,200103354,MAQUILLAJE,ESIKA,14.9,17-10-2023,Constantes 2
51008243,202315,PE,220044571,N/A,GENERICA,35.9,18-10-2023,Constantes 1
34392137,202315,PE,200112748,MAQUILLAJE,ESIKA,29.9,17-10-2023,Constantes 2
40772804,202315,PE,200100810,FRAGANCIAS,ESIKA,36.3,18-10-2023,Constantes 2
35271661,202315,PE,200102351,MAQUILLAJE,ESIKA,8.95,17-10-2023,Nuevas
35271661,202315,PE,200101449,FRAGANCIAS,CYZONE,33.9,17-10-2023,Constantes 1
50876543,202315,PE,200105005,FRAGANCIAS,CYZONE,10,17-10-2023,Constantes 2
51135768,202315,PE,210095652,MAQUILLAJE,CYZONE,23.9,18-10-2023,Inconstantes
46511689,202315,PE,200105218,TRATAMIENTO FACIAL,ESIKA,32.9,17-10-2023,Constantes 1
46349253,202315,PE,200108089,MAQUILLAJE,ESIKA,24.9,17-10-2023,Nuevas
21776920,202316,PE,200095895,FRAGANCIAS,CYZONE,27.28,24-10-2023,Nuevas
41941847,202316,PE,200102116,MAQUILLAJE,CYZONE,14.95,26-10-2023,Inconstantes
50876543,202315,PE,210101256,COMPLEMENTOS,CYZONE,39.9,17-10-2023,Inconstantes
