CODEBELISTA,CODPRODUCTOSAP,DESCATEGORIA,DESMARCA,PRECIONORMALMN
25235746,210101138,COMPLEMENTOS,CYZONE,45
51033736,210103937,COMPLEMENTOS,CYZONE,24
49672470,200109875,FRAGANCIAS,LBEL,126
49672470,200106357,FRAGANCIAS,CYZONE,90
47564417,200109872,FRAGANCIAS,CYZONE,84
45717070,400095712,N/A,LBEL,0.08
45717070,200106440,MAQUILLAJE,ESIKA,46
45717070,400095676,N/A,CYZONE,0.08
44069326,200111234,TRATAMIENTO FACIAL,ESIKA,66
36332972,210102043,COMPLEMENTOS,CYZONE,73
44069326,200095374,CUIDADO PERSONAL,ESIKA,18
36332972,200106445,MAQUILLAJE,ESIKA,46
45717070,210102610,COMPLEMENTOS,CYZONE,73
44069326,400098286,N/A,GENERICA,0.54
36332972,200105015,MUESTRAS COSMETICOS,CYZONE,1.2
45717070,200112752,MAQUILLAJE,ESIKA,0
36332972,200105011,FRAGANCIAS,CYZONE,85
44069326,200103448,CUIDADO PERSONAL,ESIKA,18
36332972,400095712,N/A,LBEL,0.08
36332972,200106446,MAQUILLAJE,ESIKA,46
45717070,200113795,MAQUILLAJE,CYZONE,38
49949855,200078944,CUIDADO PERSONAL,ESIKA,36
49256264,400095703,N/A,LBEL,0.8
49672470,400095685,N/A,ESIKA,0.8
48548873,400097600,N/A,ESIKA,0.8
49949855,200106557,MAQUILLAJE,CYZONE,32
7515758,200103354,MAQUILLAJE,ESIKA,56
49950144,400095702,N/A,LBEL,0.08
43153501,200099047,FRAGANCIAS,ESIKA,130
41010398,210102019,COMPLEMENTOS,CYZONE,128
49986777,200106452,MAQUILLAJE,ESIKA,46
47564417,210099817,ACCESORIOS COSMETICOS,ESIKA,30
50234738,200106453,MAQUILLAJE,ESIKA,0
45590461,200106534,MAQUILLAJE,ESIKA,48
42958190,200102430,FRAGANCIAS,ESIKA,160
44545187,400097304,N/A,GENERICA,1.1
50382702,200105017,FRAGANCIAS,CYZONE,60
49328311,200107184,MAQUILLAJE,CYZONE,38
50291952,210075292,VARIOS,ESIKA,20
48992420,400097667,N/A,GENERICA,0.22
49621671,220044593,N/A,GENERICA,80
41010398,200036215,ACCESORIOS COSMETICOS,ESIKA,30
49585799,200085523,TRATAMIENTO FACIAL,LBEL,110
50315282,400095709,N/A,LBEL,0.8
48755488,200106463,MAQUILLAJE,ESIKA,46
43768565,200106346,FRAGANCIAS,ESIKA,95
45170373,200095847,MUESTRAS COSMETICOS,ESIKA,1.1
43853007,400097304,N/A,GENERICA,1.1
43768565,400097772,N/A,GENERICA,0.23
49026714,400095690,N/A,ESIKA,0.8
50412725,200112471,MUESTRAS COSMETICOS,LBEL,1.9
50412725,200107770,MUESTRAS COSMETICOS,CYZONE,0.9
50136752,210104328,BIJOUTERIE,ESIKA,100
50412725,200113464,FRAGANCIAS,CYZONE,49
47660009,400095705,N/A,LBEL,0.8
49672470,210100495,MAQUILLAJE,CYZONE,19
50006069,400095723,N/A,GENERICA,0.8
48992420,400097634,N/A,GENERICA,0.11
50140784,210102032,COMPLEMENTOS,CYZONE,134
47660009,200090337,CUIDADO PERSONAL,ESIKA,49
50315282,200106359,MUESTRAS COSMETICOS,CYZONE,1.1
8937435,200104066,TRATAMIENTO CORPORAL,LBEL,56
50402916,200095666,CUIDADO PERSONAL,CYZONE,18
50529169,210098884,MAQUILLAJE,CYZONE,54
43768565,400097341,N/A,GENERICA,0.8
47076404,200107649,MAQUILLAJE,LBEL,54
49719973,400097785,N/A,GENERICA,0.16
49672470,200101074,MAQUILLAJE,CYZONE,44
7515758,200101082,TRATAMIENTO FACIAL,ESIKA,46
46189302,200084778,CUIDADO PERSONAL,CYZONE,32
46504577,200105005,FRAGANCIAS,CYZONE,74
49256264,400097342,N/A,GENERICA,0.13
30596188,200082687,CUIDADO PERSONAL,ESIKA,38
41010398,200095464,CUIDADO PERSONAL,ESIKA,18
44322722,400095721,N/A,GENERICA,0.8
49780834,400095667,N/A,CYZONE,0.8
49696124,400095685,N/A,ESIKA,0.8
50355063,200100107,MAQUILLAJE,ESIKA,82
44147165,400097341,N/A,GENERICA,0.8
49672470,400095671,N/A,CYZONE,0.8
49864086,210102031,COMPLEMENTOS,CYZONE,134
49719973,210103887,PROMOCION USUARIOS,LBEL,0
49532296,200092744,FRAGANCIAS,CYZONE,80
8937435,200105190,CUIDADO PERSONAL,ESIKA,18
49021348,200109790,MUESTRAS COSMETICOS,CYZONE,1.1
25235746,200089510,CUIDADO PERSONAL,CYZONE,46
49812418,200072913,FRAGANCIAS,ESIKA,44
20616164,200060841,TRATAMIENTO CORPORAL,ESIKA,50
30993470,400097342,N/A,GENERICA,0.13
8601089,210098471,MAQUILLAJE,CYZONE,32
42779806,400096761,N/A,GENERICA,0.04
43256556,200107087,MAQUILLAJE,ESIKA,74
42779806,200102370,FRAGANCIAS,ESIKA,60
46189302,400097836,N/A,GENERICA,0.11
49256264,200112474,TRATAMIENTO CORPORAL,LBEL,104
49780834,400097341,N/A,GENERICA,0.8
45717070,400095686,N/A,ESIKA,0.8
42852902,200090337,CUIDADO PERSONAL,ESIKA,49
49328311,200089988,MAQUILLAJE,CYZONE,29
50412725,200089621,MUESTRAS COSMETICOS,LBEL,1.9
49021348,200098568,MUESTRAS COSMETICOS,ESIKA,1.9
50412725,400097717,N/A,GENERICA,0.11
49950144,200105655,CUIDADO PERSONAL,ESIKA,50
50529169,200086399,FRAGANCIAS,LBEL,165
49940661,210099811,HOGAR,CYZONE,65
44322722,210098276,BIJOUTERIE,ESIKA,90
43499637,200106556,MAQUILLAJE,CYZONE,38
43499637,400098286,N/A,GENERICA,0.54
50283925,400098289,N/A,CYZONE,2
43499637,400095711,N/A,LBEL,0.08
49962444,200095430,CUIDADO PERSONAL,CYZONE,18
49962444,200112748,MAQUILLAJE,ESIKA,0
49864086,210104279,BIJOUTERIE,ESIKA,80
49925905,200106441,MAQUILLAJE,ESIKA,46
49962444,400095730,N/A,GENERICA,0.08
43499637,200087254,MAQUILLAJE,CYZONE,44
49019718,400068882,N/A,GENERICA,0.08
50283925,200095170,CUIDADO PERSONAL,ESIKA,18
50381781,400095712,N/A,LBEL,0.08
49019718,210102545,BIJOUTERIE,CYZONE,103
50381781,400097982,N/A,GENERICA,0.11
49962444,200095931,FRAGANCIAS,ESIKA,109
43499637,400097982,N/A,GENERICA,0.11
49925905,200104170,MAQUILLAJE,ESIKA,50
49864086,400068882,N/A,GENERICA,0.08
49962444,200108674,CUIDADO PERSONAL,ESIKA,18
50381781,200064341,CUIDADO PERSONAL,ESIKA,46
50283925,210091954,BIJOUTERIE,ESIKA,110
36784105,200089487,TRATAMIENTO FACIAL,ESIKA,62
50381781,200095153,CUIDADO PERSONAL,ESIKA,18
50283925,200108807,CUIDADO PERSONAL,ESIKA,18
43499637,200107624,MAQUILLAJE,LBEL,60
42457361,200092025,FRAGANCIAS,CYZONE,52
50381781,210102545,BIJOUTERIE,CYZONE,103
50381781,200108807,CUIDADO PERSONAL,ESIKA,18
31485940,210103505,BIJOUTERIE,ESIKA,110
49925905,200090349,CUIDADO PERSONAL,ESIKA,50
50283925,210102011,COMPLEMENTOS,CYZONE,36
49962444,400098286,N/A,GENERICA,0.54
50283925,200103448,CUIDADO PERSONAL,ESIKA,18
49925905,200094836,MAQUILLAJE,ESIKA,32
49019718,400095730,N/A,GENERICA,0.08
31485940,400095729,N/A,GENERICA,0.08
31485940,400095676,N/A,CYZONE,0.08
50381781,400095730,N/A,GENERICA,0.08
36784105,200089507,FRAGANCIAS,ESIKA,100
50381781,210096236,MAQUILLAJE,ESIKA,38
49925905,200113692,MUESTRAS COSMETICOS,LBEL,1.2
35898077,400095678,N/A,CYZONE,4
51030206,400095696,N/A,ESIKA,4
47819504,400095714,N/A,LBEL,4
44069326,400098473,N/A,GENERICA,0.11
50381781,200103452,CUIDADO PERSONAL,LBEL,30
35898077,400095732,N/A,GENERICA,4
11558585,200103405,MAQUILLAJE,ESIKA,56
43256556,200090452,FRAGANCIAS,ESIKA,96
51132661,400098473,N/A,GENERICA,0.11
43853007,200104932,CUIDADO PERSONAL,ESIKA,32
31485940,200111131,MUESTRAS COSMETICOS,ESIKA,1.9
47819504,400095678,N/A,CYZONE,4
44069326,200102111,MAQUILLAJE,CYZONE,38
50331903,200109793,MUESTRAS COSMETICOS,CYZONE,1.8
43853007,400098487,N/A,GENERICA,2.4
51030206,200095162,CUIDADO PERSONAL,ESIKA,18
50283925,200109686,MAQUILLAJE,CYZONE,41
51030206,200103025,CUIDADO PERSONAL,ESIKA,68
44069326,200105041,FRAGANCIAS,ESIKA,80
43256556,400068882,N/A,GENERICA,0.08
50381781,400098487,N/A,GENERICA,2.4
50381781,400098473,N/A,GENERICA,0.11
50166147,400095678,N/A,CYZONE,4
35898077,210103956,COMPLEMENTOS,CYZONE,140
50381781,200111130,FRAGANCIAS,ESIKA,130
51030206,200115946,VARIOS,GENERICA,96.8
51030206,200095374,CUIDADO PERSONAL,ESIKA,18
31485940,210100793,HOGAR,CYZONE,72
47819504,400095696,N/A,ESIKA,4
11558585,200099686,FRAGANCIAS,CYZONE,52
51132661,400095678,N/A,CYZONE,4
43256556,400095696,N/A,ESIKA,4
50738086,210095652,MAQUILLAJE,CYZONE,40
49021348,200110339,MAQUILLAJE,ESIKA,52
47758572,400095713,N/A,LBEL,4
49021348,200112528,MAQUILLAJE,ESIKA,52
47819504,200095895,FRAGANCIAS,CYZONE,2.5
50678954,200082678,FRAGANCIAS,ESIKA,52
47567165,200094149,FRAGANCIAS,CYZONE,2.5
50229459,200108044,TRATAMIENTO CORPORAL,ESIKA,40
44147165,210104015,COMPLEMENTOS,CYZONE,36
44545187,200106651,MAQUILLAJE,ESIKA,39
47567165,200102102,MAQUILLAJE,CYZONE,38
50678954,210104543,BIJOUTERIE,ESIKA,110
44147165,200102089,MAQUILLAJE,CYZONE,38
51017692,400095694,N/A,ESIKA,4
51017692,400098312,N/A,GENERICA,0.54
49276583,200115947,VARIOS,GENERICA,89.7
49021348,210102116,MAQUILLAJE,CYZONE,50
50545121,200106442,MAQUILLAJE,ESIKA,46
50545121,200091677,MUESTRAS COSMETICOS,ESIKA,1.9
50545121,200106291,MUESTRAS COSMETICOS,ESIKA,1.9
50545121,200098394,MUESTRAS COSMETICOS,ESIKA,1.9
44147165,210091550,TRATAMIENTO FACIAL,CYZONE,24
30547748,210102373,BIJOUTERIE,ESIKA,140
50924386,210101545,PROMOCION USUARIOS,ESIKA,2.5
50924386,200103961,TRATAMIENTO CORPORAL,LBEL,48
50678954,200109795,MUESTRAS COSMETICOS,CYZONE,1.7
49021348,400095731,N/A,GENERICA,4
36784105,400097908,N/A,GENERICA,0.11
50412725,200106567,MAQUILLAJE,CYZONE,32
50412725,210083449,ACCESORIOS COSMETICOS,ESIKA,16
49925905,400095673,N/A,CYZONE,0.8
47564417,200105655,CUIDADO PERSONAL,ESIKA,50
50427919,400096762,N/A,GENERICA,0.04
50427919,210099849,MAQUILLAJE,CYZONE,96
49925905,200092457,MUESTRAS COSMETICOS,CYZONE,1.1
47564417,200104937,CUIDADO PERSONAL,ESIKA,32
31617065,200105177,TRATAMIENTO CORPORAL,ESIKA,0
50412725,210103565,BIJOUTERIE,ESIKA,175
49864086,200106560,MAQUILLAJE,CYZONE,32
49864086,400095709,N/A,LBEL,0.8
50412725,200106577,MAQUILLAJE,CYZONE,32
31617065,210095652,MAQUILLAJE,CYZONE,40
49925905,210100409,CUIDADO PERSONAL,LBEL,38
50412725,200103449,CUIDADO PERSONAL,CYZONE,18
47564417,400095691,N/A,ESIKA,0.8
48755488,200105017,FRAGANCIAS,CYZONE,60
44066882,200109610,MAQUILLAJE,CYZONE,34
50412725,210105042,BIJOUTERIE,ESIKA,110
47564417,220045156,N/A,GENERICA,100
31617065,400097909,N/A,GENERICA,0.31
50412725,200103405,MAQUILLAJE,ESIKA,0
50427919,200102282,MAQUILLAJE,ESIKA,48
50427919,200102282,MAQUILLAJE,ESIKA,48
50412725,200098555,FRAGANCIAS,ESIKA,140
50412725,210099191,RELOJES,ESIKA,190
50427919,220045156,N/A,GENERICA,100
31617065,400095727,N/A,GENERICA,0.8
47564417,400097909,N/A,GENERICA,0.31
49925905,400097908,N/A,GENERICA,0.11
44066882,400095727,N/A,GENERICA,0.8
44066882,400095673,N/A,CYZONE,0.8
50427919,200113742,VARIOS,GENERICA,99.9
31617065,200090349,CUIDADO PERSONAL,ESIKA,49
50396169,400095673,N/A,CYZONE,0.8
50396169,200092309,MAQUILLAJE,LBEL,114
48755488,200102104,MAQUILLAJE,CYZONE,34
48755488,400095673,N/A,CYZONE,0.8
31617065,200106557,MAQUILLAJE,CYZONE,32
49360827,210104251,COMPLEMENTOS,CYZONE,40
45590461,200059969,CUIDADO PERSONAL,LBEL,42
51115953,210100499,MAQUILLAJE,CYZONE,19
25235746,200108807,CUIDADO PERSONAL,ESIKA,18
25235746,200112551,MUESTRAS COSMETICOS,CYZONE,1.8
51022602,200113805,MUESTRAS COSMETICOS,LBEL,1.8
25235746,400095681,N/A,CYZONE,4
30704614,200105190,CUIDADO PERSONAL,ESIKA,18
49360827,200108409,FRAGANCIAS,ESIKA,74
51160746,200115944,VARIOS,GENERICA,87.9
34591709,400099816,N/A,GENERICA,0.11
45590461,400095735,N/A,GENERICA,4
51022602,210101993,COMPLEMENTOS,CYZONE,123
49360827,200098726,MUESTRAS COSMETICOS,ESIKA,0.1
25235746,400068882,N/A,GENERICA,0.08
51022602,400095735,N/A,GENERICA,4
49360827,210103130,RELOJES,ESIKA,185
25235746,200102061,FRAGANCIAS,ESIKA,64
51022602,210103810,VARIOS,ESIKA,155
51160746,200103354,MAQUILLAJE,ESIKA,56
34591709,200115546,MUESTRAS COSMETICOS,LBEL,1.8
51115953,200103027,CUIDADO PERSONAL,ESIKA,48
45590461,200112705,MUESTRAS COSMETICOS,CYZONE,1.8
34591709,400095735,N/A,GENERICA,4
50419819,200108160,FRAGANCIAS,LBEL,190
50402916,210101851,PROMOCION USUARIOS,CYZONE,2.5
50440486,400097908,N/A,GENERICA,0.11
49360827,210097030,CUIDADO PERSONAL,LBEL,21
50064719,200106557,MAQUILLAJE,CYZONE,32
50402916,200092744,FRAGANCIAS,CYZONE,80
49328311,210100298,PROMOCION USUARIOS,ESIKA,3
50064719,400095727,N/A,GENERICA,0.8
50402916,200114758,MAQUILLAJE,ESIKA,58
30993470,400095709,N/A,LBEL,0.8
50402916,200090364,TRATAMIENTO CORPORAL,ESIKA,70
50440486,200090337,CUIDADO PERSONAL,ESIKA,49
42348971,400095726,N/A,GENERICA,0.8
49661266,200102351,MAQUILLAJE,ESIKA,48
42348971,200082687,CUIDADO PERSONAL,ESIKA,38
30993470,200103963,TRATAMIENTO CORPORAL,LBEL,0
50064719,200102430,FRAGANCIAS,ESIKA,160
50440486,200088567,TRATAMIENTO CORPORAL,ESIKA,42
30993470,400097908,N/A,GENERICA,0.11
49360827,400097955,N/A,GENERICA,0.1
50440486,200095464,CUIDADO PERSONAL,ESIKA,18
49661266,210103887,PROMOCION USUARIOS,LBEL,6
49661266,400095691,N/A,ESIKA,0.8
49328311,200098757,TRATAMIENTO CORPORAL,ESIKA,0
49661266,200039855,FRAGANCIAS,CYZONE,86
50440486,400095727,N/A,GENERICA,0.8
49328311,200095162,CUIDADO PERSONAL,ESIKA,36.9
50440486,400095691,N/A,ESIKA,0.8
42348971,400097698,N/A,GENERICA,0.04
49360827,200109875,FRAGANCIAS,LBEL,190
49661266,210097030,CUIDADO PERSONAL,LBEL,21
50064719,200106571,MAQUILLAJE,CYZONE,32
50402916,200101065,TRATAMIENTO FACIAL,ESIKA,110
49328311,400097944,N/A,CYZONE,1.2
45969711,200108671,FRAGANCIAS,ESIKA,0
49661266,200082678,FRAGANCIAS,ESIKA,46
49328311,200102430,FRAGANCIAS,ESIKA,160
50402916,200102282,MAQUILLAJE,ESIKA,48
50402916,200102282,MAQUILLAJE,ESIKA,48
49328311,200095374,CUIDADO PERSONAL,ESIKA,22.9
43853007,200103025,CUIDADO PERSONAL,ESIKA,68
42348971,400097698,N/A,GENERICA,0.04
50402916,200105125,CUIDADO PERSONAL,ESIKA,22.9
50440486,200106456,MAQUILLAJE,ESIKA,46
43853007,400097909,N/A,GENERICA,0.31
30993470,210100040,BIJOUTERIE,ESIKA,100
49328311,210094410,ACCESORIOS COSMETICOS,ESIKA,17
49360827,400095727,N/A,GENERICA,0.8
50529169,200091709,FRAGANCIAS,CYZONE,74
50402916,210101897,PROMOCION USUARIOS,ESIKA,4.8
30993470,200095964,FRAGANCIAS,CYZONE,1
47850487,200103338,TRATAMIENTO FACIAL,CYZONE,40
45590461,210102219,HOGAR,CYZONE,160
48992420,200095911,FRAGANCIAS,CYZONE,49
50014851,200113673,MUESTRAS COSMETICOS,ESIKA,0.8
45717070,400095724,N/A,GENERICA,0.8
36461209,210102162,BIJOUTERIE,CYZONE,103
49167911,200107142,MAQUILLAJE,CYZONE,34
50315282,200103327,MAQUILLAJE,ESIKA,56
25235746,400095670,N/A,CYZONE,0.8
49864086,200108584,MAQUILLAJE,CYZONE,36
49019718,400097658,N/A,GENERICA,0.11
46189302,400095726,N/A,GENERICA,0.8
50014851,200105180,CUIDADO PERSONAL,CYZONE,22
45080900,400097510,N/A,GENERICA,0.04
50283925,210103107,COMPLEMENTOS,ESIKA,120
46504577,400095690,N/A,ESIKA,0.8
41010398,400097575,N/A,GENERICA,0.4
31963354,400097600,N/A,ESIKA,0.8
20810254,400097658,N/A,GENERICA,0.11
50229459,200106279,FRAGANCIAS,ESIKA,58
49695853,400095672,N/A,CYZONE,0.8
50302342,400095672,N/A,CYZONE,0.8
42059889,210092742,MAQUILLAJE,ESIKA,64
49986777,200108045,TRATAMIENTO CORPORAL,ESIKA,40
50167666,200107356,MAQUILLAJE,CYZONE,28
45080900,400095672,N/A,CYZONE,0.8
47660009,210091659,PROMOCION USUARIOS,LBEL,15
50283925,400097836,N/A,GENERICA,0.11
20810254,200090346,CUIDADO PERSONAL,ESIKA,49
45969711,400097842,N/A,GENERICA,0.23
50166147,200109465,MUESTRAS COSMETICOS,ESIKA,1
50167666,210101851,PROMOCION USUARIOS,CYZONE,6
49730136,400095667,N/A,CYZONE,0.8
41010398,400068882,N/A,GENERICA,0.8
49950144,400095725,N/A,GENERICA,0.8
47567165,210102062,HOGAR,CYZONE,136
49940661,210094971,BIJOUTERIE,CYZONE,49
8937435,200108807,CUIDADO PERSONAL,ESIKA,18
50402916,400095705,N/A,LBEL,0.8
46189302,210102554,COMPLEMENTOS,CYZONE,108
49695853,400097639,N/A,GENERICA,0.23
45717070,210096207,MAQUILLAJE,ESIKA,38
50402916,400095687,N/A,ESIKA,0.8
50166147,210104328,BIJOUTERIE,ESIKA,100
49532296,400097665,N/A,GENERICA,0.13
48775918,400095706,N/A,LBEL,0.8
43853007,200103450,CUIDADO PERSONAL,CYZONE,18
7515758,400097638,N/A,GENERICA,0.23
49962444,200103354,MAQUILLAJE,ESIKA,0
36784105,210102005,COMPLEMENTOS,CYZONE,88
50427919,400095669,N/A,CYZONE,0.8
49962444,400095689,N/A,ESIKA,0.8
50302342,400096761,N/A,GENERICA,0.04
42059889,200078931,CUIDADO PERSONAL,ESIKA,36
46504577,210100409,CUIDADO PERSONAL,LBEL,38
43768565,200100838,FRAGANCIAS,ESIKA,170
49532296,210095249,CUIDADO PERSONAL,CYZONE,48
43609947,200102092,MAQUILLAJE,CYZONE,38
43609947,200108807,CUIDADO PERSONAL,ESIKA,18
50234738,210100409,CUIDADO PERSONAL,LBEL,38
49328311,200108408,FRAGANCIAS,ESIKA,97
46504577,220046096,N/A,GENERICA,50
50573265,210097885,COMPLEMENTOS,CYZONE,123
46232917,200103448,CUIDADO PERSONAL,ESIKA,18
49026714,210100407,CUIDADO PERSONAL,CYZONE,48
48849202,400097572,N/A,GENERICA,0.4
47850487,400095705,N/A,LBEL,0.8
50167666,200100866,FRAGANCIAS,ESIKA,170
31617065,200095158,CUIDADO PERSONAL,ESIKA,18
49950144,200095465,CUIDADO PERSONAL,ESIKA,18
50291952,400097638,N/A,GENERICA,0.23
20556323,400095670,N/A,CYZONE,0.8
49924402,210102638,BIJOUTERIE,ESIKA,90
20616164,200103025,CUIDADO PERSONAL,ESIKA,68
46189302,200102109,MAQUILLAJE,CYZONE,38
47660009,400095690,N/A,ESIKA,0.8
45590461,200082687,CUIDADO PERSONAL,ESIKA,38
50427919,400097715,N/A,GENERICA,0.23
50494330,200113735,VARIOS,GENERICA,87.9
25235746,200089168,FRAGANCIAS,CYZONE,80
50291952,400095707,N/A,LBEL,0.8
49986777,200111354,MUESTRAS COSMETICOS,ESIKA,1.1
47660009,210101286,COMPLEMENTOS,CYZONE,77
50166147,210097849,COMPLEMENTOS,CYZONE,88
49925905,200106290,FRAGANCIAS,ESIKA,160
8937435,210100298,PROMOCION USUARIOS,ESIKA,3
49864086,400095688,N/A,ESIKA,0.8
48549632,200105188,CUIDADO PERSONAL,ESIKA,18
43609947,210101496,COMPLEMENTOS,ESIKA,110
46165322,200103025,CUIDADO PERSONAL,ESIKA,68
49962371,200095374,CUIDADO PERSONAL,ESIKA,18
49925905,200105017,FRAGANCIAS,CYZONE,60
45983404,200095464,CUIDADO PERSONAL,ESIKA,18
47819504,210101397,BIJOUTERIE,ESIKA,100
43609947,210098701,COMPLEMENTOS,CYZONE,32
47660009,210101372,BIJOUTERIE,ESIKA,130
49532296,400068882,N/A,GENERICA,0.8
42779806,400095688,N/A,ESIKA,0.8
50141187,200083902,FRAGANCIAS,ESIKA,100
45717070,400097717,N/A,GENERICA,0.11
49950519,210092742,MAQUILLAJE,ESIKA,64
50064719,210105070,VARIOS,GENERICA,0.27
37270350,200108408,FRAGANCIAS,ESIKA,97
50167666,200102092,MAQUILLAJE,CYZONE,34
45080900,400097836,N/A,GENERICA,0.11
44069326,200091269,CUIDADO PERSONAL,LBEL,88
1156543,210098525,MAQUILLAJE,CYZONE,32
47660009,200105208,TRATAMIENTO CORPORAL,LBEL,45
45080900,400095726,N/A,GENERICA,0.8
1156543,200109443,FRAGANCIAS,ESIKA,140
45080900,400095690,N/A,ESIKA,0.8
50141187,210102035,COMPLEMENTOS,CYZONE,88
49995598,400097715,N/A,GENERICA,0.23
43609947,200104067,TRATAMIENTO CORPORAL,LBEL,56
50167666,200084882,FRAGANCIAS,LBEL,196
50167666,200103917,MAQUILLAJE,CYZONE,38
50167666,200109796,MUESTRAS COSMETICOS,LBEL,1.9
50412725,200101064,MUESTRAS COSMETICOS,ESIKA,4
45934772,200103354,MAQUILLAJE,ESIKA,0
50419819,200092742,FRAGANCIAS,CYZONE,80
50427919,200094217,FRAGANCIAS,ESIKA,160
20616164,400097513,N/A,GENERICA,1.13
50396169,200039855,FRAGANCIAS,CYZONE,57.9
44272466,200098555,FRAGANCIAS,ESIKA,140
43787128,200086566,CUIDADO PERSONAL,ESIKA,59
49949855,210099696,PROMOCION USUARIOS,CYZONE,6
43609947,200105188,CUIDADO PERSONAL,ESIKA,18
42779806,200095170,CUIDADO PERSONAL,ESIKA,18
42059889,210095652,MAQUILLAJE,CYZONE,40
49719973,200110960,MAQUILLAJE,LBEL,64
50167666,200107364,MAQUILLAJE,CYZONE,28
50167666,200107348,MAQUILLAJE,CYZONE,28
49950144,210100495,MAQUILLAJE,CYZONE,19
50167666,400095726,N/A,GENERICA,0.8
49996853,210100408,CUIDADO PERSONAL,CYZONE,48
48065252,200103354,MAQUILLAJE,ESIKA,0
50381781,210102156,BIJOUTERIE,CYZONE,103
50419819,400095727,N/A,GENERICA,0.8
49950144,200113953,FRAGANCIAS,ESIKA,67
45170373,400097658,N/A,GENERICA,0.11
45080900,400095671,N/A,CYZONE,0.8
45080900,400097717,N/A,GENERICA,0.11
50167666,200106443,MAQUILLAJE,ESIKA,46
49924402,200109790,MUESTRAS COSMETICOS,CYZONE,1.1
49864973,400095684,N/A,ESIKA,0.08
41508329,400095686,N/A,ESIKA,0.8
49167911,400097341,N/A,GENERICA,0.8
31963354,200106295,FRAGANCIAS,ESIKA,140
50061957,400095685,N/A,ESIKA,0.8
50166147,200097066,CUIDADO PERSONAL,ESIKA,72
49695853,200095931,FRAGANCIAS,ESIKA,69.9
50283925,210098721,COMPLEMENTOS,CYZONE,88
50167666,200113736,VARIOS,GENERICA,87.9
50382702,200102090,MAQUILLAJE,CYZONE,38
49672470,400095670,N/A,CYZONE,0.8
47850487,200113673,MUESTRAS COSMETICOS,ESIKA,0.8
49719973,200105217,TRATAMIENTO FACIAL,ESIKA,70
49864086,400095670,N/A,CYZONE,0.8
8937435,200105188,CUIDADO PERSONAL,ESIKA,18
50382702,200099810,MAQUILLAJE,LBEL,62
50283925,210099790,PROMOCION USUARIOS,ESIKA,185
49167911,400095704,N/A,LBEL,0.8
49925905,200090337,CUIDADO PERSONAL,ESIKA,49
49962444,200113245,MUESTRAS COSMETICOS,LBEL,1
50412725,210101292,BIJOUTERIE,ESIKA,130
42487821,200113721,MAQUILLAJE,CYZONE,38
48755488,200103449,CUIDADO PERSONAL,CYZONE,18
42487821,400097772,N/A,GENERICA,0.23
49925905,210103548,BIJOUTERIE,ESIKA,100
47856221,400097842,N/A,GENERICA,0.23
49719973,200102108,MAQUILLAJE,CYZONE,38
42487821,200109875,FRAGANCIAS,LBEL,190
49719973,210094405,TRATAMIENTO FACIAL,CYZONE,20
47564417,210099969,RELOJES,ESIKA,280
36784105,400097836,N/A,GENERICA,0.11
49719973,400095708,N/A,LBEL,0.8
36784105,400068882,N/A,GENERICA,0.08
48755488,210102587,COMPLEMENTOS,CYZONE,139
50412725,200107143,MAQUILLAJE,CYZONE,34
44066882,400095672,N/A,CYZONE,0.8
49925905,400095690,N/A,ESIKA,0.8
49719973,210100527,MAQUILLAJE,CYZONE,48
49864086,200105017,FRAGANCIAS,CYZONE,60
50412725,200110251,MUESTRAS COSMETICOS,LBEL,2.5
49925905,200106593,MAQUILLAJE,CYZONE,36
49864086,210102554,COMPLEMENTOS,CYZONE,108
31617065,200087691,TRATAMIENTO CORPORAL,ESIKA,84
49962444,210100298,PROMOCION USUARIOS,ESIKA,3
48755488,200106444,MAQUILLAJE,ESIKA,46
31617065,400095672,N/A,CYZONE,0.8
50412725,200112394,MUESTRAS COSMETICOS,ESIKA,4
49719973,210098229,BIJOUTERIE,ESIKA,90
49925905,400095672,N/A,CYZONE,0.8
49719973,200095660,MUESTRAS COSMETICOS,LBEL,1.9
31617065,200103025,CUIDADO PERSONAL,ESIKA,68
49864086,400095708,N/A,LBEL,0.8
47564417,400097842,N/A,GENERICA,0.23
31617065,200108044,TRATAMIENTO CORPORAL,ESIKA,40
42457361,200103025,CUIDADO PERSONAL,ESIKA,68
42487821,210101256,COMPLEMENTOS,CYZONE,103
42457361,200095374,CUIDADO PERSONAL,ESIKA,18
49645880,210102542,BIJOUTERIE,CYZONE,103
49719973,200105140,MAQUILLAJE,LBEL,62
50412725,200111353,MUESTRAS COSMETICOS,ESIKA,1.9
49925905,200103025,CUIDADO PERSONAL,ESIKA,68
49962444,400097842,N/A,GENERICA,0.23
49645880,400097772,N/A,GENERICA,0.23
31617065,400095690,N/A,ESIKA,0.8
49925905,400097772,N/A,GENERICA,0.23
50412725,200103330,MUESTRAS COSMETICOS,ESIKA,3.5
49864086,400097842,N/A,GENERICA,0.23
47564417,200095162,CUIDADO PERSONAL,ESIKA,18
49864086,400095672,N/A,CYZONE,0.8
50412725,200101350,MUESTRAS COSMETICOS,LBEL,4.5
46189302,400095689,N/A,ESIKA,0.8
50253449,400097557,N/A,GENERICA,0.23
50136752,400096763,N/A,GENERICA,0.04
46232917,200107353,MAQUILLAJE,CYZONE,24
50166147,200095864,FRAGANCIAS,LBEL,205
