CODEBELISTA,CODPRODUCTOSAP,DESCATEGORIA,DESMARCA,PRECIONORMALMN
50331903,200090364,TRATAMIENTO CORPORAL,ESIKA,72
31617065,200107184,MAQUILLAJE,CYZONE,38
9527508,400095675,N/A,CYZONE,0.08
11509169,400098062,N/A,GENERICA,0.01
47856221,210097922,MAQUILLAJE,CYZONE,40
50355063,200102109,MAQUILLAJE,CYZONE,38
49950519,400097772,N/A,GENERICA,0.23
50381781,210102598,COMPLEMENTOS,CYZONE,143
50014851,200105125,CUIDADO PERSONAL,ESIKA,18
50014851,400095672,N/A,CYZONE,0.8
50355063,400097836,N/A,GENERICA,0.11
50381781,400095708,N/A,LBEL,0.8
50355063,200111354,MUESTRAS COSMETICOS,ESIKA,1.1
50014851,200110339,MAQUILLAJE,ESIKA,52
50014851,210102549,BIJOUTERIE,CYZONE,103
50545121,210103074,BIJOUTERIE,ESIKA,80
49187912,210100495,MAQUILLAJE,CYZONE,38
50396169,200112233,MAQUILLAJE,CYZONE,46
50166147,400095726,N/A,GENERICA,0.8
50622401,200113733,VARIOS,GENERICA,106
50545121,400095690,N/A,ESIKA,0.8
50622401,200083997,FRAGANCIAS,ESIKA,100
50381781,210102554,COMPLEMENTOS,CYZONE,108
50396169,200113742,VARIOS,GENERICA,99.9
49950519,200105005,FRAGANCIAS,CYZONE,85
50014851,200083976,FRAGANCIAS,ESIKA,100
50381781,200094066,FRAGANCIAS,CYZONE,52
50355063,200113792,MAQUILLAJE,CYZONE,38
50014851,200078931,CUIDADO PERSONAL,ESIKA,36
50545121,400097772,N/A,GENERICA,0.23
50355063,200098794,MAQUILLAJE,CYZONE,38
50396169,210098841,MAQUILLAJE,CYZONE,54
49187912,400095690,N/A,ESIKA,0.8
50166147,200111354,MUESTRAS COSMETICOS,ESIKA,1.1
50014851,200105188,CUIDADO PERSONAL,ESIKA,18
44069326,200084840,TRATAMIENTO CORPORAL,ESIKA,60
47564417,400095674,N/A,CYZONE,0.08
49661266,200105328,FRAGANCIAS,ESIKA,2.2
49661266,200108048,FRAGANCIAS,CYZONE,52
50402916,200103920,MAQUILLAJE,CYZONE,38
45590461,200103726,MAQUILLAJE,ESIKA,54
49661266,400098098,N/A,CYZONE,0.08
45934772,400098220,N/A,GENERICA,0.08
46309758,200106360,FRAGANCIAS,CYZONE,86
50402916,400095729,N/A,GENERICA,0.08
45934772,400097983,N/A,GENERICA,0.08
50402916,200111164,MUESTRAS COSMETICOS,CYZONE,1.3
49661266,400098038,N/A,GENERICA,0.16
50402916,200111180,FRAGANCIAS,CYZONE,76
47564417,200104937,CUIDADO PERSONAL,ESIKA,32
49360827,200095430,CUIDADO PERSONAL,CYZONE,18
50402916,200107337,TRATAMIENTO FACIAL,CYZONE,54
50402916,200109611,MAQUILLAJE,CYZONE,38
45934772,400097898,N/A,GENERICA,0.27
45590461,200106346,FRAGANCIAS,ESIKA,96
46309758,400095729,N/A,GENERICA,0.08
49360827,200103456,FRAGANCIAS,CYZONE,85
47564417,400098071,N/A,GENERICA,0.23
45590461,200102282,MAQUILLAJE,ESIKA,48
47564417,200109258,TRATAMIENTO CORPORAL,ESIKA,40
49864086,200102282,MAQUILLAJE,ESIKA,144
50412725,200100054,MAQUILLAJE,ESIKA,82
50412725,200082674,FRAGANCIAS,ESIKA,46
48755488,400097910,N/A,GENERICA,0
50412725,210101897,PROMOCION USUARIOS,ESIKA,4.8
50396169,200091875,MAQUILLAJE,ESIKA,84
31617065,200099047,FRAGANCIAS,ESIKA,130
31617065,200110330,MAQUILLAJE,ESIKA,52
50412725,200092742,FRAGANCIAS,CYZONE,80
50412725,210100298,PROMOCION USUARIOS,ESIKA,3
50412725,210103567,BIJOUTERIE,ESIKA,95
50412725,210085428,MAQUILLAJE,CYZONE,26
50412725,200100052,MAQUILLAJE,ESIKA,82
50412725,200102282,MAQUILLAJE,ESIKA,121.7
50412725,200102282,MAQUILLAJE,ESIKA,121.7
50412725,200095170,CUIDADO PERSONAL,ESIKA,18
48755488,200108674,CUIDADO PERSONAL,ESIKA,18
31617065,200108752,CUIDADO PERSONAL,ESIKA,36
49864086,400097955,N/A,GENERICA,0.1
49925905,400097909,N/A,GENERICA,0.31
48755488,200111352,FRAGANCIAS,ESIKA,170
48755488,400097955,N/A,GENERICA,0.1
48755488,210097030,CUIDADO PERSONAL,LBEL,21
49864086,200111996,MAQUILLAJE,CYZONE,37
49925905,210101975,COMPLEMENTOS,CYZONE,108
49925905,400095727,N/A,GENERICA,0.8
50396169,210091811,VARIOS,CYZONE,35
50412725,200100053,MAQUILLAJE,ESIKA,82
50412725,400097909,N/A,GENERICA,0.31
49864086,200089508,TRATAMIENTO CORPORAL,ESIKA,50
48755488,210099562,HOGAR,CYZONE,57
50427919,200107364,MAQUILLAJE,CYZONE,28
49661266,200095911,FRAGANCIAS,CYZONE,54
23475324,200089488,TRATAMIENTO CORPORAL,ESIKA,82
49661266,200108047,FRAGANCIAS,CYZONE,54
47841925,200088133,FRAGANCIAS,ESIKA,96
47841925,200105335,FRAGANCIAS,LBEL,168
30547748,400095674,N/A,CYZONE,0.4
30547748,200093884,FRAGANCIAS,ESIKA,64
47841925,200112748,MAQUILLAJE,ESIKA,48
49661266,200090349,CUIDADO PERSONAL,ESIKA,50
43768565,210101851,PROMOCION USUARIOS,CYZONE,2.5
43768565,400095710,N/A,LBEL,0.4
30547748,400098039,N/A,LBEL,0.12
1156543,200095158,CUIDADO PERSONAL,ESIKA,18
49962444,400097961,N/A,GENERICA,0.31
23475324,200113741,VARIOS,GENERICA,70.7
50573265,210104375,BIJOUTERIE,ESIKA,110
44272466,400095710,N/A,LBEL,0.4
49661266,400095710,N/A,LBEL,0.4
1156543,200108752,CUIDADO PERSONAL,ESIKA,36
50573265,400095728,N/A,GENERICA,0.8
44272466,400095692,N/A,ESIKA,0.4
47841925,200072913,FRAGANCIAS,ESIKA,46
47841925,200106458,MAQUILLAJE,ESIKA,46
49962444,400095674,N/A,CYZONE,0.4
47841925,400098039,N/A,LBEL,0.12
49962444,400095673,N/A,CYZONE,0.4
45934772,200095162,CUIDADO PERSONAL,ESIKA,18
47564417,200100408,TRATAMIENTO CORPORAL,ESIKA,50
41010398,400095687,N/A,ESIKA,0.8
49986777,210098531,MAQUILLAJE,CYZONE,38
44322722,200098259,MAQUILLAJE,CYZONE,26
49672470,200109872,FRAGANCIAS,CYZONE,80
49695853,220044659,N/A,GENERICA,100
44322722,210105070,VARIOS,GENERICA,0.27
45934772,400095669,N/A,CYZONE,0.8
48992420,400095669,N/A,CYZONE,0.8
47850487,200109790,MUESTRAS COSMETICOS,CYZONE,1.1
30596188,400097600,N/A,ESIKA,0.8
47506220,210105070,VARIOS,GENERICA,0.27
43768565,400095687,N/A,ESIKA,0.8
30596188,400095687,N/A,ESIKA,0.8
43768565,400097556,N/A,GENERICA,0.08
47819504,400097557,N/A,GENERICA,0.23
49959052,210105070,VARIOS,GENERICA,0.27
49959052,400097575,N/A,GENERICA,0.4
30993470,200110337,MAQUILLAJE,ESIKA,52
36784105,200105214,TRATAMIENTO FACIAL,ESIKA,52
45170373,200109790,MUESTRAS COSMETICOS,CYZONE,1.1
47506220,200105655,CUIDADO PERSONAL,ESIKA,50
42852902,210101277,BIJOUTERIE,CYZONE,46
45934772,200095464,CUIDADO PERSONAL,ESIKA,18
49328311,200082674,FRAGANCIAS,ESIKA,46
49328311,210101423,BIJOUTERIE,ESIKA,90
1156543,210105070,VARIOS,GENERICA,0.27
49661266,400095723,N/A,GENERICA,0.8
49986777,200094834,MAQUILLAJE,ESIKA,32
47841925,200099673,FRAGANCIAS,CYZONE,1.06
50067866,400095669,N/A,CYZONE,0.8
49021348,200105335,FRAGANCIAS,LBEL,158
47564417,200090346,CUIDADO PERSONAL,ESIKA,49
49328311,220044659,N/A,GENERICA,100
44147165,400097572,N/A,GENERICA,0.4
49986777,400096764,N/A,GENERICA,0.04
49596219,200082687,CUIDADO PERSONAL,ESIKA,38
36461209,200082678,FRAGANCIAS,ESIKA,46
30993470,200108752,CUIDADO PERSONAL,ESIKA,36
44545187,200095170,CUIDADO PERSONAL,ESIKA,18
43609947,400095686,N/A,ESIKA,0.8
50234738,400097557,N/A,GENERICA,0.23
30596188,200113693,FRAGANCIAS,ESIKA,86
49019718,210095994,MAQUILLAJE,ESIKA,38
47506220,200092309,MAQUILLAJE,LBEL,114
30596188,200105017,FRAGANCIAS,CYZONE,60
30596188,200110337,MAQUILLAJE,ESIKA,52
45934772,400097634,N/A,GENERICA,0.11
45717070,200110765,MUESTRAS COSMETICOS,LBEL,1.3
50234738,200095430,CUIDADO PERSONAL,CYZONE,18
50141187,400095687,N/A,ESIKA,0.8
49924402,200106440,MAQUILLAJE,ESIKA,46
49996853,200108507,CUIDADO PERSONAL,ESIKA,30
49949855,200106346,FRAGANCIAS,ESIKA,154
49328311,200089168,FRAGANCIAS,CYZONE,80
8937435,200105216,TRATAMIENTO FACIAL,ESIKA,52
8601089,200106445,MAQUILLAJE,ESIKA,46
50064719,200098377,FRAGANCIAS,ESIKA,170
45717070,400097600,N/A,ESIKA,0.8
45717070,200078944,CUIDADO PERSONAL,ESIKA,36
45717070,200105180,CUIDADO PERSONAL,CYZONE,22
49596219,400095669,N/A,CYZONE,0.8
50234738,400095705,N/A,LBEL,0.8
49596219,200105017,FRAGANCIAS,CYZONE,60
8601089,400095669,N/A,CYZONE,0.8
49950144,400095669,N/A,CYZONE,0.8
49950144,200103394,MAQUILLAJE,ESIKA,56
50141187,400095723,N/A,GENERICA,0.8
49950144,200109789,MUESTRAS COSMETICOS,CYZONE,1.9
49730136,200095170,CUIDADO PERSONAL,ESIKA,18
20810254,200106346,FRAGANCIAS,ESIKA,95
50064719,400096763,N/A,GENERICA,0.04
49596219,210099769,BIJOUTERIE,ESIKA,110
50067866,200106311,MUESTRAS COSMETICOS,ESIKA,1.2
42852902,210105070,VARIOS,GENERICA,0.27
49695853,400095723,N/A,GENERICA,0.8
49021348,400097572,N/A,GENERICA,0.4
49021348,400095687,N/A,ESIKA,0.8
47564417,200096723,TRATAMIENTO CORPORAL,ESIKA,50
42852902,200111316,MUESTRAS COSMETICOS,LBEL,1.13
50141187,210102024,COMPLEMENTOS,CYZONE,96
49950144,200095426,CUIDADO PERSONAL,CYZONE,18
45717070,210099817,ACCESORIOS COSMETICOS,ESIKA,30
49596219,210101671,PROMOCION USUARIOS,CYZONE,130
50141187,400097556,N/A,GENERICA,0.08
48549632,400097572,N/A,GENERICA,0.4
49950144,210105070,VARIOS,GENERICA,0.27
36784105,400095705,N/A,LBEL,0.8
29951527,200091727,FRAGANCIAS,ESIKA,112
29951527,200106852,FRAGANCIAS,LBEL,130
49360827,200101225,TRATAMIENTO FACIAL,LBEL,62.63
49661266,210105070,VARIOS,GENERICA,0.27
45170373,400095723,N/A,GENERICA,0.8
8937435,200109790,MUESTRAS COSMETICOS,CYZONE,1.1
44147165,210095249,CUIDADO PERSONAL,CYZONE,48
49585799,200099673,FRAGANCIAS,CYZONE,1.06
44545187,200095159,CUIDADO PERSONAL,ESIKA,18
49360827,200082674,FRAGANCIAS,ESIKA,46
49360827,210102162,BIJOUTERIE,CYZONE,103
49019718,400083364,N/A,GENERICA,0.08
49959052,400095705,N/A,LBEL,0.8
49734026,200090349,CUIDADO PERSONAL,ESIKA,49
49734026,200092742,FRAGANCIAS,CYZONE,80
47567165,200088133,FRAGANCIAS,ESIKA,95
47567165,200106610,MAQUILLAJE,CYZONE,38
50108139,200105188,CUIDADO PERSONAL,ESIKA,18
1156543,200095374,CUIDADO PERSONAL,ESIKA,18
49730136,400095669,N/A,CYZONE,0.8
30596188,200105195,CUIDADO PERSONAL,ESIKA,18
48549632,210099108,BIJOUTERIE,ESIKA,110
49360827,400097600,N/A,ESIKA,0.8
11558585,200110088,CUIDADO PERSONAL,LBEL,46
50315282,200107337,TRATAMIENTO FACIAL,CYZONE,54
45934772,200105188,CUIDADO PERSONAL,ESIKA,18
11558585,200109790,MUESTRAS COSMETICOS,CYZONE,1.1
49360827,200104935,CUIDADO PERSONAL,ESIKA,30
49360827,210099606,BIJOUTERIE,CYZONE,103
48549632,400095723,N/A,GENERICA,0.8
46504577,200109790,MUESTRAS COSMETICOS,CYZONE,1.1
47819504,200106440,MAQUILLAJE,ESIKA,46
45717070,200095374,CUIDADO PERSONAL,ESIKA,18
36461209,400097557,N/A,GENERICA,0.23
49596219,400095705,N/A,LBEL,0.8
44545187,200105188,CUIDADO PERSONAL,ESIKA,18
49019718,210096493,PROMOCION USUARIOS,ESIKA,90
48992420,200105125,CUIDADO PERSONAL,ESIKA,18
49585799,220044659,N/A,GENERICA,100
49585799,400095705,N/A,LBEL,0.8
49959052,400097600,N/A,ESIKA,0.8
47850487,200095666,CUIDADO PERSONAL,CYZONE,18
47850487,200102351,MAQUILLAJE,ESIKA,48
44147165,200082687,CUIDADO PERSONAL,ESIKA,38
49695853,400097634,N/A,GENERICA,0.11
43609947,400095687,N/A,ESIKA,0.8
49672470,400095687,N/A,ESIKA,0.8
50315282,400095705,N/A,LBEL,0.8
49672470,400097556,N/A,GENERICA,0.08
47567165,400095686,N/A,ESIKA,0.8
49328311,200105195,CUIDADO PERSONAL,ESIKA,18
49360827,200110334,MAQUILLAJE,ESIKA,52
49360827,200110337,MAQUILLAJE,ESIKA,52
49021348,200108908,CUIDADO PERSONAL,CYZONE,33
46309758,210100409,CUIDADO PERSONAL,LBEL,38
49661266,400097577,N/A,GENERICA,0.4
50315282,400096759,N/A,GENERICA,0.04
47841925,200110336,MAQUILLAJE,ESIKA,52
24648907,400095705,N/A,LBEL,0.8
41010398,400095705,N/A,LBEL,0.8
36784105,200099538,FRAGANCIAS,LBEL,205
36784105,210099655,COMPLEMENTOS,CYZONE,64
1156543,200095465,CUIDADO PERSONAL,ESIKA,18
48549632,400097600,N/A,ESIKA,0.8
49672470,200098788,TRATAMIENTO FACIAL,LBEL,100
47850487,210096240,MAQUILLAJE,ESIKA,38
46504577,200094842,MAQUILLAJE,ESIKA,32
49734026,400097558,N/A,GENERICA,0.23
45717070,400095723,N/A,GENERICA,0.8
49924402,400097600,N/A,ESIKA,0.8
49995598,400095669,N/A,CYZONE,0.8
49995598,400095687,N/A,ESIKA,0.8
47506220,400095669,N/A,CYZONE,0.8
47506220,400097600,N/A,ESIKA,0.8
47506220,400097557,N/A,GENERICA,0.23
47506220,400095705,N/A,LBEL,0.8
44147165,200109790,MUESTRAS COSMETICOS,CYZONE,1.1
49026714,400095705,N/A,LBEL,0.8
50108139,200094217,FRAGANCIAS,ESIKA,165
50108139,200109790,MUESTRAS COSMETICOS,CYZONE,0.1
30993470,400095669,N/A,CYZONE,0.8
30993470,400097600,N/A,ESIKA,0.8
20810254,200109790,MUESTRAS COSMETICOS,CYZONE,1.9
36784105,200090349,CUIDADO PERSONAL,ESIKA,49
8601089,200105190,CUIDADO PERSONAL,ESIKA,18
50141187,400096762,N/A,GENERICA,0.04
50315282,200097947,FRAGANCIAS,CYZONE,60.8
46309758,200113179,FRAGANCIAS,ESIKA,95
49695853,200095464,CUIDADO PERSONAL,ESIKA,18
50067866,200110955,MAQUILLAJE,LBEL,124
49026714,200090364,TRATAMIENTO CORPORAL,ESIKA,70
49026714,210101249,COMPLEMENTOS,CYZONE,119
50315282,200089989,MAQUILLAJE,CYZONE,29
50315282,200106463,MAQUILLAJE,ESIKA,46
49328311,200105017,FRAGANCIAS,CYZONE,60
46504577,200110765,MUESTRAS COSMETICOS,LBEL,0.1
49672470,200105655,CUIDADO PERSONAL,ESIKA,50
49672470,200109790,MUESTRAS COSMETICOS,CYZONE,1.9
49672470,200106311,MUESTRAS COSMETICOS,ESIKA,1.2
49672470,200109790,MUESTRAS COSMETICOS,CYZONE,1.1
49672470,200111316,MUESTRAS COSMETICOS,LBEL,1.13
49328311,400095705,N/A,LBEL,0.8
50315282,400095723,N/A,GENERICA,0.8
30993470,200103025,CUIDADO PERSONAL,ESIKA,66
43768565,200095162,CUIDADO PERSONAL,ESIKA,18
30993470,210100408,CUIDADO PERSONAL,CYZONE,48
30993470,200103020,CUIDADO PERSONAL,ESIKA,36
8937435,200106852,FRAGANCIAS,LBEL,109
49328311,210096446,BIJOUTERIE,CYZONE,103
49328311,200109874,FRAGANCIAS,CYZONE,80
49360827,210101138,COMPLEMENTOS,CYZONE,42
46504577,400097557,N/A,GENERICA,0.23
48549632,210086462,CUIDADO PERSONAL,ESIKA,39
48549632,200109874,FRAGANCIAS,CYZONE,80
44322722,210093295,BIJOUTERIE,ESIKA,60
47850487,400095669,N/A,CYZONE,0.8
44322722,400097557,N/A,GENERICA,0.23
34638101,200109790,MUESTRAS COSMETICOS,CYZONE,1.1
49734026,400095669,N/A,CYZONE,0.8
49734026,210101277,BIJOUTERIE,CYZONE,46
48549632,200109790,MUESTRAS COSMETICOS,CYZONE,1.1
47841925,210097089,CUIDADO PERSONAL,LBEL,21
50067866,200082687,CUIDADO PERSONAL,ESIKA,46
45934772,200112303,FRAGANCIAS,ESIKA,9.23
49672470,400097600,N/A,ESIKA,0.8
47841925,200109790,MUESTRAS COSMETICOS,CYZONE,1.1
41010398,200106445,MAQUILLAJE,ESIKA,46
45170373,400095687,N/A,ESIKA,0.8
48549632,400095687,N/A,ESIKA,0.8
34638101,210105070,VARIOS,GENERICA,0.27
43609947,200100838,FRAGANCIAS,ESIKA,170
49950144,200110157,FRAGANCIAS,ESIKA,170
30993470,200095153,CUIDADO PERSONAL,ESIKA,18
45717070,400095669,N/A,CYZONE,0.8
46504577,400097600,N/A,ESIKA,0.8
50067866,200102092,MAQUILLAJE,CYZONE,38
50067866,200064341,CUIDADO PERSONAL,ESIKA,46
49672470,210098786,BIJOUTERIE,CYZONE,50
8937435,200095162,CUIDADO PERSONAL,ESIKA,18
34638101,200105041,FRAGANCIAS,ESIKA,78
46504577,200111316,MUESTRAS COSMETICOS,LBEL,1.9
8937435,400095705,N/A,LBEL,0.8
46504577,200083997,FRAGANCIAS,ESIKA,100
49949855,210097881,COMPLEMENTOS,CYZONE,88
43768565,200086566,CUIDADO PERSONAL,ESIKA,59
45590461,400095687,N/A,ESIKA,0.8
48992420,200107883,CUIDADO PERSONAL,CYZONE,18
49995598,400096764,N/A,GENERICA,0.04
50545121,400095691,N/A,ESIKA,0.8
50545121,200105017,FRAGANCIAS,CYZONE,60
50229459,210102003,COMPLEMENTOS,CYZONE,82
42457361,200106573,MAQUILLAJE,CYZONE,32
50381781,210096995,BIJOUTERIE,ESIKA,80
44545187,200102282,MAQUILLAJE,ESIKA,144
43256556,200086566,CUIDADO PERSONAL,ESIKA,59
50381781,210095652,MAQUILLAJE,CYZONE,40
43256556,210105042,BIJOUTERIE,ESIKA,110
43256556,200092457,MUESTRAS COSMETICOS,CYZONE,1.1
50166147,400097963,N/A,LBEL,0.1
44069326,200095162,CUIDADO PERSONAL,ESIKA,22.9
50355063,200113745,VARIOS,GENERICA,64.9
43256556,200108752,CUIDADO PERSONAL,ESIKA,36
43256556,400097909,N/A,GENERICA,0.31
50381781,210104012,COMPLEMENTOS,CYZONE,82
44545187,200105017,FRAGANCIAS,CYZONE,60
44545187,400095690,N/A,ESIKA,0.8
44545187,400095691,N/A,ESIKA,0.8
44272466,210096238,MAQUILLAJE,ESIKA,38
50229459,200102282,MAQUILLAJE,ESIKA,48
50229459,200102282,MAQUILLAJE,ESIKA,48
50229459,200112637,MAQUILLAJE,ESIKA,44
50229459,400095709,N/A,LBEL,0.8
50166147,400095691,N/A,ESIKA,0.8
50355063,200102108,MAQUILLAJE,CYZONE,38
50762653,200105005,FRAGANCIAS,CYZONE,67.8
49995598,200095159,CUIDADO PERSONAL,ESIKA,18
45969711,210105870,VARIOS,ESIKA,0.27
49995598,200090031,MUESTRAS COSMETICOS,CYZONE,1.1
49995598,200098674,MUESTRAS COSMETICOS,ESIKA,1.2
25235746,200098674,MUESTRAS COSMETICOS,ESIKA,1.2
25235746,210098524,MAQUILLAJE,CYZONE,34
49995598,200094066,FRAGANCIAS,CYZONE,52
30993470,200095170,CUIDADO PERSONAL,ESIKA,18
8937435,200100866,FRAGANCIAS,ESIKA,170
34638101,200111164,MUESTRAS COSMETICOS,CYZONE,1.3
34638101,210098819,HOGAR,CYZONE,130
34638101,200105130,MAQUILLAJE,LBEL,66
49021348,200095158,CUIDADO PERSONAL,ESIKA,18
25235746,200078924,CUIDADO PERSONAL,ESIKA,36
49021348,210095652,MAQUILLAJE,CYZONE,40
49021348,210095971,MAQUILLAJE,CYZONE,45
50548317,200106279,FRAGANCIAS,ESIKA,60
50762653,200097066,CUIDADO PERSONAL,ESIKA,72
49021348,400095729,N/A,GENERICA,0.08
34638101,400098062,N/A,GENERICA,0.01
50762653,200106608,MAQUILLAJE,CYZONE,38
50762653,200099047,FRAGANCIAS,ESIKA,130
49995598,400095711,N/A,LBEL,0.08
50742822,400098023,N/A,GENERICA,0.23
30993470,200111164,MUESTRAS COSMETICOS,CYZONE,1.3
34638101,400095675,N/A,CYZONE,0.08
50742822,400095675,N/A,CYZONE,0.08
49021348,200105188,CUIDADO PERSONAL,ESIKA,18
49021348,200098802,MAQUILLAJE,CYZONE,38
50085473,200103026,CUIDADO PERSONAL,ESIKA,46
43256556,200072913,FRAGANCIAS,ESIKA,44
42457361,400097270,N/A,GENERICA,0.23
49021348,200090133,MUESTRAS COSMETICOS,LBEL,1.9
49021348,200092462,MUESTRAS COSMETICOS,LBEL,1.9
50141187,210095652,MAQUILLAJE,CYZONE,38
42059889,400097270,N/A,GENERICA,0.23
20616164,400095702,N/A,LBEL,0.08
46444973,200106437,MAQUILLAJE,ESIKA,45
50009130,210100101,BIJOUTERIE,ESIKA,74
50108139,400095666,N/A,CYZONE,0.08
47506220,400095666,N/A,CYZONE,0.08
48548873,200106308,MUESTRAS COSMETICOS,ESIKA,1.2
48775918,200091727,FRAGANCIAS,ESIKA,109
47564417,400097304,N/A,GENERICA,1.1
10800935,200106852,FRAGANCIAS,LBEL,160
48551815,400095666,N/A,CYZONE,0.08
50167666,400095720,N/A,GENERICA,0.08
49996853,400097270,N/A,GENERICA,0.23
31617065,400095719,N/A,GENERICA,0.08
43768565,400095666,N/A,CYZONE,0.08
34638101,200102291,MAQUILLAJE,ESIKA,97
50014851,200105017,FRAGANCIAS,CYZONE,60
30547748,200109532,FRAGANCIAS,ESIKA,74
49864086,200089507,FRAGANCIAS,ESIKA,95
8601089,200103354,MAQUILLAJE,ESIKA,1.2
49950519,400095666,N/A,CYZONE,0.08
47841925,200092744,FRAGANCIAS,CYZONE,80
20556323,200106308,MUESTRAS COSMETICOS,ESIKA,1.2
46444973,200106308,MUESTRAS COSMETICOS,ESIKA,1.2
45717070,400095684,N/A,ESIKA,0.08
48551815,200109631,TRATAMIENTO CORPORAL,ESIKA,60
50167666,200113733,VARIOS,GENERICA,106
49959052,400097270,N/A,GENERICA,0.23
30596188,200105011,FRAGANCIAS,CYZONE,80
48506224,200091727,FRAGANCIAS,ESIKA,109
46772733,200111995,MAQUILLAJE,CYZONE,37
45934772,200112289,MAQUILLAJE,CYZONE,19
49360827,400095702,N/A,LBEL,0.08
34638101,210102283,BIJOUTERIE,ESIKA,95
49962371,400095720,N/A,GENERICA,0.08
49734026,200095464,CUIDADO PERSONAL,ESIKA,18
41010398,210101975,COMPLEMENTOS,CYZONE,108
49847874,400095720,N/A,GENERICA,0.08
33278349,200105130,MAQUILLAJE,LBEL,62
49360827,400097304,N/A,GENERICA,1.1
50141187,400095683,N/A,ESIKA,0.08
49959052,210075292,VARIOS,ESIKA,20
20810254,400095720,N/A,GENERICA,0.08
41288620,200095663,CUIDADO PERSONAL,CYZONE,18
49328311,200112293,MAQUILLAJE,CYZONE,19
49719973,210098831,MAQUILLAJE,CYZONE,64
49924402,210097030,CUIDADO PERSONAL,LBEL,21
49780834,200112725,MAQUILLAJE,LBEL,104
46296109,400095720,N/A,GENERICA,0.08
44147165,200082687,CUIDADO PERSONAL,ESIKA,38
47076404,200112231,MAQUILLAJE,CYZONE,42
50166147,400095720,N/A,GENERICA,0.08
42958190,200094826,MAQUILLAJE,ESIKA,30
30596188,200082678,FRAGANCIAS,ESIKA,44
49864086,200103861,MAQUILLAJE,LBEL,180
34638101,400095702,N/A,LBEL,0.08
45523616,200103354,MAQUILLAJE,ESIKA,56
43256556,200095158,CUIDADO PERSONAL,ESIKA,18
49950144,400095684,N/A,ESIKA,0.08
46504577,200082688,CUIDADO PERSONAL,ESIKA,44
49719973,210099293,MUESTRAS COSMETICOS,LBEL,0.1
47841925,200095170,CUIDADO PERSONAL,ESIKA,18
29951527,400095702,N/A,LBEL,0.08
48992420,200105017,FRAGANCIAS,CYZONE,60
48755488,400095719,N/A,GENERICA,0.08
45969711,200108674,CUIDADO PERSONAL,ESIKA,18
44147165,200089507,FRAGANCIAS,ESIKA,95
45717070,200091709,FRAGANCIAS,CYZONE,72
42457361,200103027,CUIDADO PERSONAL,ESIKA,46
46504577,200082687,CUIDADO PERSONAL,ESIKA,38
46165322,200107368,MAQUILLAJE,CYZONE,28
10800935,400097270,N/A,GENERICA,0.23
39154064,200105070,MAQUILLAJE,LBEL,96
46309758,400095720,N/A,GENERICA,0.08
24648907,200108807,CUIDADO PERSONAL,ESIKA,18
49328311,200083596,TRATAMIENTO CORPORAL,LBEL,104
33278349,400095666,N/A,CYZONE,0.08
9527508,400097304,N/A,GENERICA,1.1
45934772,400096778,N/A,GENERICA,1.27
49959052,400095684,N/A,ESIKA,0.08
49712049,200105041,FRAGANCIAS,ESIKA,78
49696124,400097270,N/A,GENERICA,0.23
49986777,400095666,N/A,CYZONE,0.08
49780834,210102331,BIJOUTERIE,ESIKA,115
50006069,200105017,FRAGANCIAS,CYZONE,60
1156543,400097270,N/A,GENERICA,0.23
49865600,200103027,CUIDADO PERSONAL,ESIKA,46
49347065,200106346,FRAGANCIAS,ESIKA,95
50014851,400095684,N/A,ESIKA,0.08
47076404,400095684,N/A,ESIKA,0.08
48755488,400095684,N/A,ESIKA,0.08
46309758,200110005,MAQUILLAJE,ESIKA,61
35055541,400097270,N/A,GENERICA,0.23
43853007,400095720,N/A,GENERICA,0.08
46772733,200084840,TRATAMIENTO CORPORAL,ESIKA,60
47841925,200095374,CUIDADO PERSONAL,ESIKA,18
20616164,400096777,N/A,GENERICA,0.1
31963354,400097270,N/A,GENERICA,0.23
50126323,210097089,CUIDADO PERSONAL,LBEL,21
49596219,200103025,CUIDADO PERSONAL,ESIKA,68
50061957,200106354,FRAGANCIAS,LBEL,160
34638101,210102282,BIJOUTERIE,ESIKA,190
49307403,200091269,CUIDADO PERSONAL,LBEL,96
49585799,200112474,TRATAMIENTO CORPORAL,LBEL,104
48895336,210102036,COMPLEMENTOS,CYZONE,73
11558585,400095666,N/A,CYZONE,0.08
42457361,200098756,TRATAMIENTO CORPORAL,ESIKA,50
50136752,400095720,N/A,GENERICA,0.08
45969711,200097066,CUIDADO PERSONAL,ESIKA,71
49949243,200100365,FRAGANCIAS,ESIKA,2
49307403,200105041,FRAGANCIAS,ESIKA,78
50061957,200113737,VARIOS,GENERICA,105
45934772,200086399,FRAGANCIAS,LBEL,164
50014851,200106576,MAQUILLAJE,CYZONE,30
49865600,210102157,BIJOUTERIE,CYZONE,103
50126323,400095720,N/A,GENERICA,0.08
46444973,200103917,MAQUILLAJE,CYZONE,38
9527508,200103027,CUIDADO PERSONAL,ESIKA,46
8601089,200110088,CUIDADO PERSONAL,LBEL,2
31963354,200095426,CUIDADO PERSONAL,CYZONE,18
42059889,200103026,CUIDADO PERSONAL,ESIKA,46
48998607,400095702,N/A,LBEL,0.08
41010398,400097270,N/A,GENERICA,0.23
49925905,200109635,MUESTRAS COSMETICOS,ESIKA,3.5
